Slime ID,Wave Number,Fitness Pool,Min Path Distance To Sheep,Total Path Distance,Sheep Distance Fitness,Alive Time Fitness,Percentage Of Path Completed Fitness,Average Lifetime Fitness,Parent One,Parent Two,Main Type,Secondary Type,Main Resistance Gene,Main Resistance Trait,Secondary Resistance Gene,Secondary Resistance Trait,Tower Attraction Gene,Tower Attraction Trait,Slime Optimal Distance Gene,Slime Optimal Distance Trait,Speed Gene,Speed Trait,Turn Rate Gene,Turn Rate Trait,Time Alive After Increased Alignment Strength,Offspring Count
13,0,0,19.85925,19.85925,2397.018,3.402823E+38,0,27.42773,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.684765,2.119042,-2.678095,0.1288087,-2.756024,1.763503,1.460747,0.4100269,0,1
14,0,0,36.89053,36.89053,1319.591,3.402823E+38,0,18.20416,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.09732108,2.471654,0.2254377,0.527859,1.951784,3.167615,-1.490392,0.2620439,0,0
15,0,0,32.72768,32.72768,1482.462,3.402823E+38,0,18.95667,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.486886,2.215836,-1.738452,0.2044769,-0.01556886,2.425539,1.815645,0.4337386,0,2
16,0,0,37.58535,37.58535,1295.829,3.402823E+38,0,21.11047,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.7262509,2.64147,-3.082519,0.1054753,0.6331719,2.642195,-0.2823721,0.3127773,0,0
17,0,0,20.77693,20.77693,2296.007,3.402823E+38,0,26.11275,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.1240716,2.477883,-2.844224,0.1186634,-1.582116,2.002172,5.453447,0.7574131,0,4
18,0,0,33.40123,33.40123,1453.436,3.402823E+38,0,20.05646,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.664366,3.622483,-4.617034,0.04924887,-0.559172,2.263467,-0.7886601,0.2900102,0,0
19,0,0,14.30112,14.30112,3267.734,3.402823E+38,0,28.25537,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.273259,2.239933,-0.5284522,0.3681904,0.5551739,2.61475,1.178888,0.3921767,0,3
20,0,0,33.65563,33.65563,1442.767,3.402823E+38,0,32.56591,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.5449911,2.587196,2.143927,1.269681,-2.580145,1.795547,-4.991438,0.1710674,0,0
21,0,0,36.71241,36.71241,1325.824,3.402823E+38,0,28.05616,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.89168,3.125955,3.042262,1.855983,-1.287164,2.072011,-0.1114573,0.3209857,0,0
22,0,0,34.01709,34.01709,1427.874,3.402823E+38,0,22.77126,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.01106194,2.452104,2.605503,1.54825,1.344538,2.910926,1.007441,0.3817358,0,0
23,0,0,26.28041,26.28041,1832.817,3.402823E+38,0,23.95118,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.571103,2.96564,-0.954354,0.2996864,0.07412511,2.453948,-0.2250899,0.3154982,0,3
24,0,0,24.75661,24.75661,1941.249,3.402823E+38,0,19.98709,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.745622,2.647552,1.246601,0.8496683,0.2116925,2.498469,-0.2692124,0.3133997,0,0
25,0,0,16.74079,16.74079,2818.363,3.402823E+38,0,33.62946,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1506851,2.417567,-1.146011,0.2730487,-3.760673,1.602439,-0.08516677,0.3222724,0,0
26,0,0,26.29734,26.29734,1831.681,3.402823E+38,0,29.25051,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.294701,2.845213,2.516669,1.491015,-1.131152,2.110702,0.6370298,0.3602307,0,1
27,0,0,18.38164,18.38164,2579.761,3.402823E+38,0,23.5608,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,3.361289,4.238315,-3.363922,0.0917586,-0.7332093,2.21512,0.1422758,0.3336778,0,1
28,0,0,29.4563,29.4563,1641.697,3.402823E+38,0,13.09214,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.953381,2.17124,-1.246184,0.2600565,4.20449,4.349327,0.6105824,0.3587492,0,1
29,0,0,22.6588,22.6588,2113.379,3.402823E+38,0,20.66467,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.6870601,2.3206,-3.533573,0.08435906,0.9038835,2.740504,3.857597,0.5977995,0,2
30,0,0,9.076169,9.076169,4962.204,3.402823E+38,0,34.65085,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.321081,2.856051,-0.5987096,0.3559333,-1.969917,1.916645,-1.871223,0.2484777,0,6
31,0,0,11.5683,11.5683,3978.262,3.402823E+38,0,35.16918,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.546592,2.954327,-2.155953,0.1665947,-3.667895,1.61585,0.4909513,0.352137,0,4
32,0,0,6.084493,6.084493,7057.668,3.402823E+38,0,25.66359,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.724502,2.314729,-3.436428,0.08852058,0.9964062,2.775207,-4.280705,0.1842733,0,12
33,0,0,13.37471,13.37471,3478.332,3.402823E+38,0,31.97273,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.4375492,2.557168,-0.3055433,0.4098221,-2.926476,1.733598,0.106489,0.3318505,0,1
34,0,0,9.153601,9.153601,4924.361,3.402823E+38,0,32.55229,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1883499,2.409904,-0.4313081,0.3858086,0.3536656,2.545637,0.6017347,0.3582553,0,7
35,0,0,14.92694,14.92694,3139.334,3.402823E+38,0,17.21829,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.579039,2.206197,-1.596398,0.2191985,3.093675,3.721364,-1.377085,0.2662922,0,3
36,0,0,19.70248,19.70248,2415.17,3.402823E+38,0,17.51283,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.972725,2.169603,-0.01916325,0.4699489,3.207426,3.781667,-0.3309877,0.3104917,0,4
37,0,0,8.064427,8.064427,5516.068,3.402823E+38,0,24.53385,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.617788,2.202272,-2.861814,0.1176366,0.5632131,2.61756,3.441138,0.5605079,0,4
38,0,0,23.51058,23.51058,2039.936,3.402823E+38,0,18.64207,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5953809,2.335436,-0.6210079,0.352126,2.592143,3.466593,-1.87874,0.2482207,0,1
39,0,0,11.27256,11.27256,4074.13,3.402823E+38,0,30.27829,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.860446,3.777726,-0.4322052,0.3856423,1.227826,2.864512,-0.6818432,0.2946259,0,4
40,0,0,27.1686,27.1686,1775.026,3.402823E+38,0,16.12009,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.1517678,2.484418,-3.518432,0.08499466,2.313754,3.333003,-1.498092,0.2617588,0,3
41,0,0,36.83899,36.83899,1321.389,3.402823E+38,0,19.49155,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.63764,2.997003,2.012363,1.198535,1.59953,3.015582,-2.486983,0.2287287,0,0
42,0,0,14.94145,14.94145,3136.478,3.402823E+38,0,23.31432,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.4753063,2.355896,-1.785748,0.1997937,0.6879016,2.661685,-0.1668981,0.3182934,0,4
43,0,0,14.71469,14.71469,3181.737,3.402823E+38,0,26.26324,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.321695,2.856305,0.6887986,0.6564465,-0.8712692,2.177942,0.8886345,0.3746828,0,2
44,0,0,26.03807,26.03807,1849.245,3.402823E+38,0,22.06118,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.4213178,2.365492,-2.410884,0.1469503,0.1619108,2.482225,-4.685704,0.1764851,0,1
45,0,0,15.00506,15.00506,3124.013,3.402823E+38,0,22.28996,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.8861005,2.693364,1.297195,0.8695434,0.8691902,2.727637,-0.6619893,0.2954946,0,1
46,0,0,33.7826,33.7826,1437.5,3.402823E+38,0,20.56797,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.290749,2.843601,2.203764,1.303217,1.335983,2.907492,-3.337352,0.2054435,0,0
47,0,0,26.86411,26.86411,1794.423,3.402823E+38,0,27.59872,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.165258,2.093714,-1.974539,0.1821245,-3.164427,1.69368,0.2654761,0.3400635,0,1
48,0,0,12.58883,12.58883,3679.494,3.402823E+38,0,29.03982,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.125068,2.778621,-1.257929,0.2585731,-1.028937,2.136728,-0.7743449,0.2906231,0,3
49,0,0,12.63708,12.63708,3666.475,3.402823E+38,0,18.21765,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.576625,2.968207,1.735463,1.059998,2.867306,3.604126,0.24568,0.3390275,0,4
50,0,0,6.793762,6.793762,6415.387,3.402823E+38,0,20.85392,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.758501,2.069727,1.252615,0.852009,2.20786,3.28365,1.447101,0.4091428,0,9
51,0,0,8.579271,8.579271,5219.604,3.402823E+38,0,20.85392,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5935859,2.335734,-2.214254,0.161886,2.140402,3.252629,1.629295,0.4211146,0,9
52,0,0,31.01965,31.01965,1561.541,3.402823E+38,0,29.72575,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.1180924,2.476484,-0.8381395,0.3170478,-5.369499,1.409749,-0.6077337,0.2978863,0,0
53,0,0,12.88617,12.88617,3600.705,3.402823E+38,0,24.84466,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.689566,2.195197,-2.608839,0.1332867,0.5281134,2.605319,-0.0663457,0.3231976,0,6
54,0,0,23.54805,23.54805,2036.821,3.402823E+38,0,23.25305,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.261569,2.14693,0.4566415,0.5887391,-0.2940583,2.340374,-0.8514597,0.2873422,0,2
55,0,0,22.90637,22.90637,2091.493,3.402823E+38,0,29.77112,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6764042,2.626076,2.299784,1.358602,-2.490932,1.812276,1.336383,0.402045,0,1
56,0,0,11.9466,11.9466,3862.016,3.402823E+38,0,26.61005,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.256074,2.829582,-0.7086388,0.3375401,1.290725,2.88941,3.794549,0.5920306,0,5
57,0,0,37.58213,37.58213,1295.937,3.402823E+38,0,25.37686,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.4613066,2.563676,-4.785216,0.04529484,-0.4507965,2.294424,0.4991709,0.3525867,0,0
58,0,0,23.57493,23.57493,2034.594,3.402823E+38,0,16.66766,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6447741,2.616494,0.04749771,0.4851038,3.557406,3.973,-1.649711,0.2562368,0,4
59,0,0,12.55839,12.55839,3687.753,3.402823E+38,0,18.29297,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.928428,3.83468,-2.675174,0.1289946,3.329382,3.847351,2.166726,0.4585768,0,5
60,0,0,44.40056,44.40056,1101.308,3.402823E+38,0,33.18383,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.2443062,2.506893,1.463308,0.9377868,-2.806852,1.754468,0.1848503,0.3358678,0,0
61,0,0,13.42015,13.42015,3467.372,3.402823E+38,0,24.829,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.6223111,2.331009,-1.164679,0.2705806,-0.3005976,2.338429,0.3977345,0.3470843,0,2
62,0,0,22.90074,22.90074,2091.986,3.402823E+38,0,27.82641,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.120093,2.095846,-1.485375,0.2314211,-2.337151,1.841878,1.205805,0.3938443,0,0
63,0,0,12.50206,12.50206,3703.138,3.402823E+38,0,22.58518,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.470293,3.481331,0.2381496,0.531046,1.907355,3.147958,-3.33813,0.2054241,0,4
64,0,0,20.55138,20.55138,2320.037,3.402823E+38,0,22.06514,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.599268,2.204138,0.612824,0.6335278,0.6884836,2.661894,-1.821591,0.250185,0,1
65,0,0,14.73333,14.73333,3177.966,3.402823E+38,0,25.84355,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.441195,2.558162,0.4021073,0.5738114,-0.03038853,2.420891,2.149465,0.4573231,0,3
66,0,0,29.50761,29.50761,1638.936,3.402823E+38,0,24.35757,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.710811,3.658074,-2.089245,0.1721478,-1.378111,2.050021,-0.7447826,0.2918943,0,0
67,0,0,13.70038,13.70038,3401.274,3.402823E+38,0,21.77122,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6417663,2.615591,0.5324631,0.6100992,2.187784,3.274384,-4.403745,0.1818304,0,3
68,0,0,28.70745,28.70745,1683.08,3.402823E+38,0,23.75953,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7958734,2.303829,-1.940694,0.1851752,-0.7285727,2.216386,1.975666,0.4448879,0,1
69,0,0,37.39327,37.39327,1302.312,3.402823E+38,0,36.92282,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.362952,3.408283,-0.5560521,0.3633277,-4.791701,1.470927,3.467968,0.5628522,0,0
70,0,0,34.96436,34.96436,1390.265,3.402823E+38,0,29.33763,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7763088,2.30678,1.221846,0.8400944,-3.011415,1.719108,-0.3492448,0.3096389,0,0
71,0,0,13.75693,13.75693,3388.238,3.402823E+38,0,22.51716,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6196513,2.608986,1.444967,0.9300225,1.231991,2.866153,0.8245641,0.3709405,0,3
72,0,0,13.27738,13.27738,3502.042,3.402823E+38,0,21.76404,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.8369777,2.297723,-3.843848,0.07232416,2.46126,3.403092,3.3755,0.5548071,0,1
73,0,0,13.32949,13.32949,3489.308,3.402823E+38,0,24.34387,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.5152315,2.578724,-3.441402,0.08830263,0.9055084,2.741108,0.3747654,0.3458526,0,3
74,0,0,35.14825,35.14825,1383.193,3.402823E+38,0,16.97348,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,3.615641,4.511374,-0.8478658,0.3155583,5.699043,5.320345,-1.129177,0.27594,0,3
75,0,0,20.70432,20.70432,2303.689,3.402823E+38,0,19.09481,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7002012,2.318527,3.274871,2.038238,3.759964,4.087693,-1.329364,0.2681114,0,1
76,0,0,36.83288,36.83288,1321.602,3.402823E+38,0,20.99133,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.470061,2.132461,1.340423,0.8868575,0.2886034,2.523866,-0.3440999,0.3098789,0,0
77,0,0,33.9334,33.9334,1431.295,3.402823E+38,0,19.1222,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.57444,2.206667,0.006566959,0.4757444,2.381996,3.365234,-1.995705,0.2442736,0,1
78,0,0,34.14864,34.14864,1422.53,3.402823E+38,0,26.72664,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.154239,2.7897,-0.8831151,0.3102163,-1.811278,1.950791,-3.296392,0.206468,0,0
79,0,0,30.0548,30.0548,1610.057,3.402823E+38,0,12.83036,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7120625,2.316668,1.867266,1.12409,4.406289,4.472485,-1.284928,0.2698215,0,1
80,0,0,16.07452,16.07452,2928.34,3.402823E+38,0,29.27265,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.526198,2.945011,3.27524,2.038538,0.2440185,2.509099,-2.657592,0.2237035,0,5
81,0,0,21.16069,21.16069,2256.247,3.402823E+38,0,23.55858,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.3975163,2.546368,-1.424386,0.238416,-0.2667843,2.348514,-4.827219,0.1739299,0,0
82,0,0,38.18539,38.18539,1275.986,3.402823E+38,0,33.10218,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.4072842,2.548984,2.747916,1.643733,-2.900514,1.738081,-0.5959585,0.2984088,0,0
83,0,0,37.92061,37.92061,1284.667,3.402823E+38,0,32.0316,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7868277,2.30519,-2.143998,0.1675769,-2.391402,1.831323,-1.14355,0.2753672,0,0
84,0,0,36.89935,36.89935,1319.284,3.402823E+38,0,31.56753,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.012171,2.101139,-1.975346,0.1820524,-2.395435,1.830543,-0.9429377,0.2835155,0,0
85,0,0,37.08744,37.08744,1312.769,3.402823E+38,0,32.53872,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.938937,2.172473,-0.7906522,0.3244186,-0.8114432,2.193927,-0.9604563,0.2827907,0,0
86,0,0,15.22925,15.22925,3080.857,3.402823E+38,0,23.47064,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.846352,3.101836,-1.096272,0.2797321,0.5753711,2.621819,1.812993,0.4335562,0,4
87,0,0,14.11468,14.11468,3308.043,3.402823E+38,0,23.98774,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.3123683,2.385639,0.353654,0.5608472,0.915541,2.744845,-0.3856051,0.3079495,0,4
88,0,0,13.63406,13.63406,3416.688,3.402823E+38,0,28.79264,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.09393969,2.429378,2.528931,1.498811,0.07002571,2.452639,0.04887746,0.3289345,0,2
89,0,0,18.42056,18.42056,2574.59,3.402823E+38,0,25.92994,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.676003,2.119562,0.5464658,0.6141225,-0.1816489,2.374201,0.9779072,0.3799686,0,0
90,0,0,17.35777,17.35777,2723.642,3.402823E+38,0,25.15589,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.951793,2.104225,-1.007816,0.2920124,-0.2834618,2.343532,-1.644187,0.256435,0,1
91,0,0,17.16446,17.16446,2752.628,3.402823E+38,0,24.52573,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.407602,2.36797,1.358365,0.894135,0.6665512,2.654059,-0.315763,0.3112051,0,1
92,0,0,33.00533,33.00533,1470.358,3.402823E+38,0,19.5054,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1349988,2.4208,1.527501,0.9654218,2.066366,3.218958,-4.736975,0.1755497,0,2
93,0,0,12.91857,12.91857,3592.324,3.402823E+38,0,31.75885,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.09445953,2.470992,-2.094789,0.1716794,-2.316914,1.845847,1.99269,0.4460909,0,3
94,0,0,21.27934,21.27934,2244.232,3.402823E+38,0,18.24881,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.354932,2.085264,0.3092258,0.5492025,3.393294,3.882196,1.484269,0.4115556,0,1
95,0,0,23.1111,23.1111,2073.733,3.402823E+38,0,27.33438,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.5237845,2.581147,2.008458,1.196477,-1.657787,1.984932,0.4947842,0.3523466,0,3
96,0,0,21.8171,21.8171,2191.339,3.402823E+38,0,25.73575,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.2125183,2.49906,0.02358944,0.4796158,-1.32715,2.062292,-1.503806,0.2615475,0,0
97,0,0,27.38954,27.38954,1761.212,3.402823E+38,0,28.44895,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.509694,2.213409,-0.6284806,0.3508589,0.1081273,2.464845,-0.922266,0.2843741,0,1
98,0,0,14.34287,14.34287,3258.843,3.402823E+38,0,26.69927,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.02842838,2.455975,-1.592389,0.2196287,-0.6632581,2.234352,0.7986224,0.3694374,0,3
99,0,0,12.28095,12.28095,3764.791,3.402823E+38,0,29.52313,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.449186,2.910614,0.0004328449,0.4743566,-0.981456,2.149001,-0.04405086,0.3242978,0,5
100,0,0,10.09948,10.09948,4504.714,3.402823E+38,0,25.67864,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.616549,2.202396,-3.33542,0.09306338,0.4010533,2.561659,0.1411074,0.333618,0,5
101,0,0,18.32145,18.32145,2587.798,3.402823E+38,0,18.04116,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.2219212,2.403192,-1.177557,0.2688906,2.837115,3.588769,1.521862,0.4140113,0,3
102,0,0,30.59771,30.59771,1582.393,3.402823E+38,0,19.81014,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6085586,2.6057,0.3191426,0.5517818,2.876276,3.608701,0.1917942,0.3362267,0,0
103,0,0,10.40548,10.40548,4383.856,3.402823E+38,0,33.64758,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,4.657948,5.957187,-1.394091,0.2419668,-1.659041,1.984649,-0.5486547,0.30052,0,6
104,0,0,25.09203,25.09203,1916.294,3.402823E+38,0,22.10839,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.096123,2.767778,2.443775,1.445364,0.8758472,2.7301,-1.213957,0.2725854,0,0
105,0,0,8.595737,8.595737,5210.647,3.402823E+38,0,31.33466,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.550848,2.956282,-1.468059,0.2333865,-1.406845,2.043158,-4.699066,0.1762402,0,7
106,0,0,11.76491,11.76491,3916.987,3.402823E+38,0,26.88813,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5991229,2.334818,2.386533,1.410334,0.03613748,2.441857,-1.687205,0.254898,0,5
107,0,0,37.68863,37.68863,1292.369,3.402823E+38,0,20.6963,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.864936,3.111664,2.812307,1.688434,1.603415,3.017212,0.004845268,0.3267273,0,0
108,0,0,9.544271,9.544271,4741.911,3.402823E+38,0,30.56729,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.912859,3.137396,0.473911,0.5935416,-0.6716294,2.232036,0.877404,0.3740237,0,2
109,0,0,13.88773,13.88773,3358.47,3.402823E+38,0,23.24156,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-4.119172,2.058248,1.572262,0.9851195,0.9779974,2.768257,2.594568,0.490732,0,3
110,0,0,11.42102,11.42102,4025.433,3.402823E+38,0,27.76438,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.237072,2.244271,-0.9513034,0.3001301,-0.2522025,2.352884,4.358336,0.645138,0,8
111,0,0,9.390966,9.390966,4811.872,3.402823E+38,0,30.17934,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.9530637,2.716295,-0.1787761,0.4354712,-1.134075,2.109966,-1.918802,0.2468578,0,9
112,0,0,11.69328,11.69328,3939.094,3.402823E+38,0,22.70127,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.25136,2.242548,3.336806,2.088954,1.361067,2.917574,1.095094,0.3870347,0,3
113,0,0,13.67337,13.67337,3407.533,3.402823E+38,0,33.31984,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.554052,2.589799,-0.7733797,0.3271404,-2.773713,1.760347,0.7022253,0.3639129,0,3
114,0,0,36.00953,36.00953,1351.003,3.402823E+38,0,25.70577,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.924261,2.285154,1.416891,0.9182485,-0.4675047,2.289608,-4.326903,0.183348,0,0
