Slime ID,Wave Number,Fitness Pool,Min Path Distance To Sheep,Total Path Distance,Sheep Distance Fitness,Alive Time Fitness,Percentage Of Path Completed Fitness,Average Lifetime Fitness,Parent One,Parent Two,Main Type,Secondary Type,Main Resistance Gene,Main Resistance Trait,Secondary Resistance Gene,Secondary Resistance Trait,Tower Attraction Gene,Tower Attraction Trait,Slime Optimal Distance Gene,Slime Optimal Distance Trait,Speed Gene,Speed Trait,Turn Rate Gene,Turn Rate Trait,Time Alive After Increased Alignment Strength,Offspring Count
267,0,0,17.87693,17.87693,2648.736,3.402823E+38,0,31.86786,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.201507,3.30477,-0.8485165,0.3154588,-0.3500693,2.323792,-2.922331,0.2162661,0,2
268,0,0,19.412,19.412,2449.539,3.402823E+38,0,24.3742,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.71367,2.117342,2.415247,1.427816,0.09872811,2.461826,-2.586115,0.2257862,0,0
269,0,0,46.31559,46.31559,1056.734,3.402823E+38,0,32.79306,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,3.082844,3.970339,2.837441,1.706144,-3.230064,1.683033,-2.998096,0.2142157,0,0
270,0,0,46.99052,46.99052,1041.873,3.402823E+38,0,31.8569,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.478443,2.923538,1.595996,0.9957083,-2.805009,1.754794,-2.011787,0.2437385,0,0
271,0,0,14.937,14.937,3137.353,3.402823E+38,0,26.66641,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.860436,2.109076,1.810014,1.095844,0.4049264,2.562975,-0.3275956,0.3106504,0,3
272,0,0,33.31136,33.31136,1457.244,3.402823E+38,0,17.21454,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.004123153,2.450567,3.88331,2.576258,2.557859,3.44984,0.5849168,0.3573185,0,0
273,0,0,12.67309,12.67309,3656.818,3.402823E+38,0,24.77664,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.08797515,2.430638,0.0007206013,0.4744216,1.368831,2.920703,1.45417,0.4096006,0,5
274,0,0,23.91391,23.91391,2006.911,3.402823E+38,0,21.87169,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.234896,3.325572,3.181983,1.963905,0.6500496,2.648185,0.4121741,0.3478613,0,0
275,0,0,30.903,30.903,1567.251,3.402823E+38,0,28.91431,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5373204,2.345181,3.226195,1.999027,-1.500762,2.021011,-1.345027,0.2675123,0,0
276,0,0,26.60751,26.60751,1811.102,3.402823E+38,0,21.29016,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.69863,2.194321,-0.4392155,0.3843448,0.4453195,2.576754,-5.050674,0.1700612,0,2
277,0,0,31.75289,31.75289,1526.583,3.402823E+38,0,19.01422,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.7193562,2.639319,-0.6479044,0.3475857,2.323651,3.337657,-2.393973,0.2315474,0,1
278,0,0,20.42758,20.42758,2333.441,3.402823E+38,0,24.84442,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.54204,3.53212,-2.252299,0.1588842,-0.8256722,2.190108,-2.94588,0.2156252,0,2
279,0,0,25.79112,25.79112,1866.29,3.402823E+38,0,24.77829,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.4485449,2.360621,-1.360729,0.2459368,-1.895681,1.932482,-3.319339,0.2058929,0,0
280,0,0,16.37304,16.37304,2878.023,3.402823E+38,0,23.16269,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.2121478,2.498969,0.4524458,0.5875778,0.8032459,2.703399,1.291146,0.3991832,0,2
281,0,0,17.63587,17.63587,2682.997,3.402823E+38,0,27.58975,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.947298,3.156238,-0.6975021,0.3393609,-2.081513,1.893303,-0.9292558,0.2840834,0,6
282,0,0,10.44794,10.44794,4367.596,3.402823E+38,0,25.01428,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.430009,2.902239,-1.110217,0.2778424,1.25197,2.874038,-1.555904,0.2596327,0,4
283,0,0,15.83282,15.83282,2970.388,3.402823E+38,0,26.15562,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.6205875,2.331291,-1.341832,0.2482136,-0.9881018,2.147276,-0.8329599,0.2881247,0,2
284,0,0,15.83099,15.83099,2970.711,3.402823E+38,0,15.65769,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.624411,2.201609,0.2140591,0.5250217,4.364998,4.447067,-4.991176,0.1710719,0,2
285,0,0,17.57799,17.57799,2691.356,3.402823E+38,0,20.97747,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.095291,2.097037,1.731182,1.057972,1.325554,2.903313,0.6634854,0.3617196,0,1
286,0,0,17.58455,17.58455,2690.407,3.402823E+38,0,24.65571,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.405274,2.136798,-2.636396,0.1314868,0.2727077,2.518587,1.554916,0.4161833,0,3
287,0,0,22.64706,22.64706,2114.428,3.402823E+38,0,26.11972,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.482083,3.489568,0.9171737,0.7300549,-1.77057,1.959739,1.853757,0.436368,0,0
288,0,0,25.10103,25.10103,1915.633,3.402823E+38,0,19.80069,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.682037,2.119204,1.84004,1.110579,0.7980964,2.701518,1.380559,0.404861,0,0
289,0,0,11.58133,11.58133,3974.142,3.402823E+38,0,23.79009,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.214703,3.312955,0.948536,0.7407385,1.399134,2.932956,-2.424873,0.2306046,0,4
290,0,0,19.04406,19.04406,2494.504,3.402823E+38,0,27.72131,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.769005,2.114154,1.177432,0.8231626,-2.167332,1.875725,-1.324688,0.2682906,0,1
291,0,0,26.62283,26.62283,1810.097,3.402823E+38,0,25.29533,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.254621,2.147438,-1.04829,0.2863299,-2.897156,1.738663,1.65509,0.4228391,0,1
292,0,0,15.87935,15.87935,2962.198,3.402823E+38,0,22.56439,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.8388338,2.29745,0.6227778,0.6364875,1.335901,2.907459,-3.38397,0.2042888,0,1
293,0,0,31.39144,31.39144,1543.618,3.402823E+38,0,27.69955,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.226241,2.245584,1.662201,1.025783,-3.589202,1.627446,-6.014482,0.1554978,0,1
294,0,0,16.37168,16.37168,2878.248,3.402823E+38,0,24.32925,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.2250146,2.402578,-0.968583,0.2976251,0.6051321,2.632283,1.754123,0.4295282,0,1
295,0,0,21.37328,21.37328,2234.809,3.402823E+38,0,27.15429,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.6283128,2.330031,-2.382826,0.1489955,-2.479756,1.814394,3.610747,0.575463,0,3
296,0,0,39.89001,39.89001,1222.792,3.402823E+38,0,17.77555,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.748659,2.189557,-0.2494683,0.4209845,1.678702,3.048995,-2.996265,0.2142649,0,0
297,0,0,26.69855,26.69855,1805.149,3.402823E+38,0,20.96996,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.2147482,2.499606,4.236549,2.928203,1.221604,2.862064,0.275981,0.3406149,0,0
298,0,0,16.03785,16.03785,2934.642,3.402823E+38,0,18.70034,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.555468,3.541805,0.6575406,0.6469252,2.740407,3.54002,1.317552,0.400851,0,1
299,0,0,26.67181,26.67181,1806.893,3.402823E+38,0,23.08124,N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,4.140692,5.169723,0.6039513,0.6309004,0.4735746,2.586454,-2.603752,0.2252693,0,0
0,1,0,47.3884,47.3884,1033.305,3.402823E+38,0,12.33417,172,50,Fire,Basic,0.55,0.55,0.35,0.35,-3.758501,2.069727,0.002947656,0.4749251,2.20786,3.28365,1.510279,0.4132529,0,0
1,1,0,45.77591,45.77591,1068.926,3.402823E+38,0,29.95701,260,141,Acid,Basic,0.55,0.55,0.35,0.35,-0.4362938,2.362805,0.9021032,0.7249718,-4.581983,1.495229,0.4575788,0.3503181,0,0
2,1,0,35.55791,35.55791,1367.693,3.402823E+38,0,21.70409,105,19,Blaster,Basic,0.55,0.55,0.35,0.35,-1.273259,2.239933,-0.5284522,0.3681904,0.5551739,2.61475,2.77574,0.5049775,0,0
3,1,0,46.03699,46.03699,1062.993,3.402823E+38,0,30.17575,177,236,Basic,Basic,0.55,0.55,0.35,0.35,2.556263,3.54238,-1.183804,0.2680746,-0.9682822,2.152428,0.8273243,0.3711008,0,0
4,1,0,28.9167,28.9167,1671.307,3.402823E+38,0,23.62034,229,216,Basic,Basic,0.55,0.55,0.35,0.35,-0.05293023,2.438117,-1.569125,0.2221412,-2.185298,1.872085,-0.02395186,0.3252938,0,0
5,1,0,29.18707,29.18707,1656.338,3.402823E+38,0,22.58891,75,88,Ice,Basic,0.55,0.55,0.35,0.35,-0.09393969,2.429378,2.528931,1.498811,0.07002571,2.452639,0.04887746,0.3289345,0,1
6,1,0,16.93369,16.93369,2788.048,3.402823E+38,0,29.59058,51,295,Basic,Basic,0.55,0.55,0.35,0.35,-0.6283128,2.330031,-2.382826,0.1489955,-2.752525,1.764128,3.422807,0.558911,0,2
7,1,0,33.84684,33.84684,1434.85,3.402823E+38,0,18.75623,34,23,Basic,Basic,0.55,0.55,0.35,0.35,1.571103,2.96564,-0.954354,0.2996864,1.060208,2.799469,-0.2250899,0.3154982,0,0
8,1,0,34.86781,34.86781,1394.008,3.402823E+38,0,11.83316,106,230,Basic,Basic,0.55,0.55,0.35,0.35,-0.2824244,2.391365,-3.356702,0.09208736,3.347825,3.857376,-3.732686,0.1960221,0,1
9,1,0,36.36701,36.36701,1338.079,3.402823E+38,0,22.25928,234,106,Basic,Basic,0.55,0.55,0.35,0.35,-0.5991229,2.334818,4.398464,3.098612,0.03613748,2.441857,-1.687205,0.254898,0,0
10,1,0,28.59411,28.59411,1689.525,3.402823E+38,0,17.74641,187,73,Basic,Basic,0.55,0.55,0.35,0.35,0.5152315,2.578724,-3.550852,0.08363947,1.100787,2.815042,0.3747654,0.3458526,0,0
11,1,0,14.81954,14.81954,3160.649,3.402823E+38,0,30.72575,126,234,Basic,Basic,0.55,0.55,0.35,0.35,-4.25985,2.0543,4.398464,3.098612,-0.4530259,2.29378,-0.6761526,0.2948745,0,4
12,1,0,31.58085,31.58085,1534.644,3.402823E+38,0,13.95531,93,94,Basic,Shock,0.55,0.55,0.35,0.35,-6.414908,2.018512,0.3092258,0.5492025,3.393294,3.882196,1.458345,0.4098712,0,2
13,1,0,35.65682,35.65682,1364.003,3.402823E+38,0,13.81174,142,106,Basic,Basic,0.55,0.55,0.35,0.35,-0.5991229,2.334818,2.386533,1.410334,2.212434,3.285765,4.773654,0.686375,0,0
14,1,0,29.70272,29.70272,1628.52,3.402823E+38,0,17.11804,10,223,Shock,Basic,0.55,0.55,0.35,0.35,0.7042931,2.634644,-0.6040567,0.3550167,2.197323,3.278783,-1.073647,0.2781689,0,3
15,1,0,35.46592,35.46592,1371.143,3.402823E+38,0,14.32551,176,40,Basic,Basic,0.55,0.55,0.35,0.35,0.1517678,2.484418,-3.518432,0.08499466,2.313754,3.333003,-1.498092,0.2617588,0,0
16,1,0,29.609,29.609,1633.507,3.402823E+38,0,15.87676,232,282,Basic,Basic,0.55,0.55,0.35,0.35,1.430009,2.902239,-1.110217,0.2778424,2.171142,3.266725,-1.555904,0.2596327,0,0
17,1,0,15.50269,15.50269,3029.809,3.402823E+38,0,28.83488,172,30,Laser,Basic,0.55,0.55,0.35,0.35,1.321081,2.856051,-0.5987096,0.3559333,-1.969917,1.916645,-1.871223,0.2484777,0,1
18,1,0,21.49547,21.49547,2222.67,3.402823E+38,0,22.47147,284,148,Basic,Basic,0.55,0.55,0.35,0.35,0.8028501,2.665848,2.446198,1.446862,1.582409,3.008415,2.572978,0.4890594,0,1
19,1,0,19.56874,19.56874,2430.874,3.402823E+38,0,23.07825,111,193,Basic,Basic,0.55,0.55,0.35,0.35,-0.01324608,2.44674,-3.190807,0.09997191,0.05989964,2.44941,0.2269866,0.3380527,0,4
20,1,0,14.48297,14.48297,3229.355,3.402823E+38,0,29.5757,33,111,Basic,Basic,0.55,0.55,0.35,0.35,0.9530637,2.716295,-0.1787761,0.4354712,-1.134075,2.109966,-2.89815,0.2169277,0,3
21,1,0,18.1426,18.1426,2611.976,3.402823E+38,0,28.36636,105,183,Basic,Basic,0.55,0.55,0.35,0.35,-0.36161,2.376401,-1.468059,0.2333865,-1.406845,2.043158,-4.699066,0.1762402,0,2
22,1,0,12.3113,12.3113,3756.207,3.402823E+38,0,24.24038,239,273,Basic,Basic,0.55,0.55,0.35,0.35,-0.08797515,2.430638,0.0007206013,0.4744216,1.368831,2.920703,1.45417,0.4096006,0,7
23,1,0,22.36259,22.36259,2140.174,3.402823E+38,0,19.44596,184,117,Basic,Basic,0.55,0.55,0.35,0.35,-0.7154772,2.316134,-1.93629,0.1855758,0.3557196,2.546328,-0.4521706,0.3048877,0,0
24,1,0,27.24835,27.24835,1770.015,3.402823E+38,0,29.26214,105,212,Basic,Basic,0.55,0.55,0.35,0.35,-1.377666,2.22784,3.262848,2.0285,-1.986387,1.913165,-0.9395643,0.2836554,0,1
25,1,0,12.84843,12.84843,3610.518,3.402823E+38,0,23.27161,99,124,Basic,Basic,0.55,0.55,0.35,0.35,-1.632297,2.200822,-0.9953406,0.293786,1.342134,2.90996,0.4871492,0.3519292,0,15
26,1,0,20.19346,20.19346,2359.218,3.402823E+38,0,18.87967,197,228,Basic,Basic,0.55,0.55,0.35,0.35,-3.75616,2.069808,0.03529929,0.4822963,2.540421,3.441351,-2.876382,0.2175263,0,0
27,1,0,45.95626,45.95626,1064.821,3.402823E+38,0,23.44225,120,112,Basic,Basic,0.55,0.55,0.35,0.35,-1.25136,2.242548,3.336806,2.088954,-0.4750331,2.287443,1.095094,0.3870347,0,0
28,1,0,14.29222,14.29222,3269.635,3.402823E+38,0,27.00835,203,248,Basic,Basic,0.55,0.55,0.35,0.35,-0.7116728,2.316728,1.285752,0.865012,0.2533348,2.512175,-0.2562389,0.3140149,0,3
29,1,0,14.70722,14.70722,3183.249,3.402823E+38,0,19.18018,111,198,Basic,Basic,0.55,0.55,0.35,0.35,-1.570794,2.207041,1.318054,0.8778598,2.8022,3.571091,2.919709,0.5165651,0,4
30,1,0,17.66492,17.66492,2678.823,3.402823E+38,0,22.65132,50,100,Basic,Basic,0.55,0.55,0.35,0.35,-1.616549,2.202396,-3.33542,0.09306338,0.4010533,2.561659,1.447101,0.4091428,0,2
31,1,0,37.18444,37.18444,1309.434,3.402823E+38,0,19.11568,74,100,Basic,Basic,0.55,0.55,0.35,0.35,-1.616549,2.202396,-0.8478658,0.3155583,0.4010533,2.561659,0.1411074,0.333618,0,0
32,1,0,46.87263,46.87263,1044.438,3.402823E+38,0,33.51626,236,141,Shock,Ice,0.55,0.55,0.35,0.35,-0.5567595,2.341887,2.183244,1.291632,-3.329478,1.667198,0.8065759,0.3698975,0,0
33,1,0,21.28164,21.28164,2244,3.402823E+38,0,34.11736,59,141,Basic,Basic,0.55,0.55,0.35,0.35,-0.5567595,2.341887,2.183244,1.291632,-3.329478,1.667198,0.8065759,0.3698975,0,1
34,1,0,45.41001,45.41001,1077.354,3.402823E+38,0,19.53735,168,223,Basic,Basic,0.55,0.55,0.35,0.35,0.7042931,2.634644,-0.6040567,0.3550167,2.197323,3.278783,-1.073647,0.2781689,0,0
35,1,0,15.8832,15.8832,2961.523,3.402823E+38,0,25.03778,207,61,Basic,Laser,0.55,0.55,0.35,0.35,-0.5695155,2.339743,-1.164679,0.2705806,-0.3005976,2.338429,-2.90023,0.2168706,0,0
36,1,0,13.42365,13.42365,3466.529,3.402823E+38,0,19.98524,105,238,Basic,Basic,0.55,0.55,0.35,0.35,2.875333,3.790057,-0.5885245,0.3576856,3.24141,3.799864,0.4552504,0.3501916,0,2
37,1,0,19.51513,19.51513,2437.225,3.402823E+38,0,24.496,109,39,Basic,Basic,0.55,0.55,0.35,0.35,2.860446,3.777726,-0.4322052,0.3856423,1.227826,2.864512,-0.6818432,0.2946259,0,0
38,1,0,34.4424,34.4424,1410.74,3.402823E+38,0,22.74214,229,222,Basic,Basic,0.55,0.55,0.35,0.35,2.118839,3.25459,-1.064308,0.2841107,-1.179335,2.098621,0.4500781,0.3499108,0,0
39,1,0,16.85978,16.85978,2799.586,3.402823E+38,0,16.08959,167,234,Basic,Basic,0.55,0.55,0.35,0.35,-4.25985,2.0543,4.398464,3.098612,3.618608,4.007351,1.438245,0.4085702,0,1
40,1,0,18.78064,18.78064,2527.724,3.402823E+38,0,26.53142,110,103,Basic,Acid,0.55,0.55,0.35,0.35,-1.237072,2.244271,-1.394091,0.2419668,-1.659041,1.984649,-0.5486547,0.30052,0,0
41,1,0,15.07893,15.07893,3109.659,3.402823E+38,0,24.20863,58,135,Basic,Laser,0.55,0.55,0.35,0.35,1.491886,2.929535,-1.466762,0.2335343,0.4817487,2.589269,-2.890637,0.217134,0,1
42,1,0,11.1777,11.1777,4105.867,3.402823E+38,0,18.2049,38,124,Basic,Basic,0.55,0.55,0.35,0.35,-1.632297,2.200822,-0.8722578,0.3118523,3.245134,3.801863,0.4871492,0.3519292,0,6
43,1,0,17.84385,17.84385,2653.385,3.402823E+38,0,18.88543,130,128,Basic,Basic,0.55,0.55,0.35,0.35,1.607233,2.982552,1.071126,0.7838919,1.869843,3.131469,-0.1182608,0.3206538,0,2
44,1,0,14.23587,14.23587,3281.729,3.402823E+38,0,20.36628,50,249,Basic,Basic,0.55,0.55,0.35,0.35,-3.758501,2.069727,1.252615,0.852009,2.20786,3.28365,3.980855,0.6092027,0,4
45,1,0,15.37996,15.37996,3052.511,3.402823E+38,0,19.839,99,72,Basic,Basic,0.55,0.55,0.35,0.35,-0.8369777,2.297723,0.0004328449,0.4743566,2.46126,3.403092,3.3755,0.5548071,0,0
46,1,0,28.42759,28.42759,1699.086,3.402823E+38,0,33.65134,198,105,Basic,Basic,0.55,0.55,0.35,0.35,1.550848,2.956282,-1.468059,0.2333865,-6.069712,1.345845,-4.699066,0.1762402,0,0
47,1,0,16.15858,16.15858,2913.995,3.402823E+38,0,18.33531,32,185,Basic,Basic,0.55,0.55,0.35,0.35,-1.869016,2.178566,-3.436428,0.08852058,2.051181,3.2121,-0.1068694,0.3212098,0,1
48,1,0,16.47211,16.47211,2861.703,3.402823E+38,0,24.79001,290,110,Basic,Basic,0.55,0.55,0.35,0.35,-1.237072,2.244271,1.177432,0.8231626,-0.2522025,2.352884,4.358336,0.645138,0,1
49,1,0,7.802907,7.802907,5679.942,3.402823E+38,0,16.45636,174,186,Basic,Basic,0.55,0.55,0.35,0.35,-2.668722,2.119996,-0.3054744,0.4098357,5.336321,5.072933,-2.408097,0.2311157,0,9
50,1,0,17.2854,17.2854,2734.423,3.402823E+38,0,23.56814,132,86,Basic,Basic,0.55,0.55,0.35,0.35,1.846352,3.101836,-1.096272,0.2797321,0.5753711,2.621819,3.245678,0.5436745,0,2
51,1,0,36.78679,36.78679,1323.214,3.402823E+38,0,20.76252,42,43,Basic,Basic,0.55,0.55,0.35,0.35,1.321695,2.856305,-1.785748,0.1997937,-1.112824,2.115329,0.8886345,0.3746828,0,0
52,1,0,13.66658,13.66658,3409.11,3.402823E+38,0,17.83101,128,35,Basic,Basic,0.55,0.55,0.35,0.35,1.607233,2.982552,-1.596398,0.2191985,3.093675,3.721364,-1.377085,0.2662922,0,2
53,1,0,15.50357,15.50357,3029.647,3.402823E+38,0,24.05681,234,19,Basic,Basic,0.55,0.55,0.35,0.35,-1.273259,2.239933,-0.5284522,0.3681904,0.8813038,2.732121,1.178888,0.3921767,0,4
54,1,0,31.33952,31.33952,1546.096,3.402823E+38,0,22.73991,105,281,Basic,Shock,0.55,0.55,0.35,0.35,1.947298,3.156238,-3.13202,0.1029234,-2.081513,1.893303,-0.9292558,0.2840834,0,1
55,1,0,30.77237,30.77237,1573.694,3.402823E+38,0,21.26611,231,34,Basic,Basic,0.55,0.55,0.35,0.35,-0.1883499,2.409904,-0.4313081,0.3858086,0.3536656,2.545637,-0.4518827,0.3049008,0,0
56,1,0,27.50159,27.50159,1754.288,3.402823E+38,0,23.61325,198,165,Basic,Basic,0.55,0.55,0.35,0.35,-3.504575,2.079136,-1.277866,0.256074,1.592279,3.012544,0.03180122,0.3280764,0,0
57,1,0,18.10023,18.10023,2617.77,3.402823E+38,0,28.4828,132,90,Shock,Basic,0.55,0.55,0.35,0.35,-2.951793,2.104225,-1.007816,0.2920124,-0.2834618,2.343532,-1.644187,0.256435,0,2
58,1,0,19.71343,19.71343,2413.893,3.402823E+38,0,32.97239,176,281,Shock,Basic,0.55,0.55,0.35,0.35,1.947298,3.156238,-0.6975021,0.3393609,-0.7785016,2.20281,-0.9292558,0.2840834,0,1
59,1,0,26.29097,26.29097,1832.108,3.402823E+38,0,15.34679,93,129,Basic,Basic,0.55,0.55,0.35,0.35,-1.042758,2.268926,0.7282813,0.6686594,3.969575,4.209383,3.087642,0.5303804,0,3
60,1,0,19.99763,19.99763,2381.22,3.402823E+38,0,23.35531,51,117,Basic,Basic,0.55,0.55,0.35,0.35,-0.7154772,2.316134,-1.93629,0.1855758,0.3557196,2.546328,1.629295,0.4211146,0,1
61,1,0,26.38696,26.38696,1825.687,3.402823E+38,0,18.07654,126,234,Basic,Basic,0.55,0.55,0.35,0.35,-4.25985,2.0543,4.398464,3.098612,1.825999,3.112324,1.438245,0.4085702,0,1
62,1,0,18.54111,18.54111,2558.709,3.402823E+38,0,26.875,37,204,Basic,Basic,0.55,0.55,0.35,0.35,0.7835923,2.659636,-1.008914,0.2918568,-1.09546,2.119729,0.007688961,0.3268693,0,0
63,1,0,45.97972,45.97972,1064.289,3.402823E+38,0,26.02274,180,58,Basic,Basic,0.55,0.55,0.35,0.35,0.6447741,2.616494,0.04749771,0.4851038,-2.303279,1.848531,-1.649711,0.2562368,0,0
64,1,0,18.16962,18.16962,2608.294,3.402823E+38,0,27.38232,216,188,Basic,Basic,0.55,0.55,0.35,0.35,-2.402883,2.136961,-1.569125,0.2221412,-1.018677,2.13937,0.0667235,0.3298344,0,0
65,1,0,28.59175,28.59175,1689.66,3.402823E+38,0,20.56607,132,44,Basic,Basic,0.55,0.55,0.35,0.35,-0.4213178,2.365492,-2.410884,0.1469503,0.1619108,2.482225,-4.685704,0.1764851,0,1
66,1,0,20.61413,20.61413,2313.302,3.402823E+38,0,28.75213,92,253,Basic,Basic,0.55,0.55,0.35,0.35,1.035162,2.745416,-2.132523,0.1685248,-1.237442,2.084208,-1.792428,0.2511965,0,0
67,1,0,26.87326,26.87326,1793.834,3.402823E+38,0,46.22812,183,195,Basic,Basic,0.55,0.55,0.35,0.35,-1.543288,2.209884,-0.8727443,0.3117789,-5.667588,1.381259,-3.87817,0.1927598,0,0
68,1,0,30.22922,30.22922,1601.065,3.402823E+38,0,33.41611,158,141,Basic,Basic,0.55,0.55,0.35,0.35,-1.999755,2.167342,2.183244,1.291632,-3.329478,1.667198,0.6702672,0.3621025,0,0
69,1,0,20.43303,20.43303,2332.848,3.402823E+38,0,28.55797,51,17,Basic,Basic,0.55,0.55,0.35,0.35,-2.108073,2.158576,-2.844224,0.1186634,-1.582116,2.002172,7.435112,0.9830309,0,0
70,1,0,44.00344,44.00344,1111.026,3.402823E+38,0,27.68712,130,95,Basic,Basic,0.55,0.55,0.35,0.35,2.116311,3.253084,2.008458,1.196477,-1.657787,1.984932,-0.9351979,0.2838366,0,0
71,1,0,18.7392,18.7392,2533.031,3.402823E+38,0,20.68279,122,128,Basic,Basic,0.55,0.55,0.35,0.35,-5.760187,2.025675,1.071126,0.7838919,1.869843,3.131469,-0.1182608,0.3206538,0,0
72,1,0,26.74946,26.74946,1801.837,3.402823E+38,0,16.91084,50,51,Basic,Basic,0.55,0.55,0.35,0.35,-2.115011,2.15803,1.252615,0.852009,2.140402,3.252629,1.629295,0.4211146,0,0
73,1,0,16.72185,16.72185,2821.376,3.402823E+38,0,17.16948,40,13,Basic,Basic,0.55,0.55,0.35,0.35,-2.684765,2.119042,-3.808876,0.07359052,3.100522,3.724968,-1.18768,0.2736189,0,2
74,1,0,25.20854,25.20854,1907.775,3.402823E+38,0,27.01915,17,121,Laser,Basic,0.55,0.55,0.35,0.35,0.1240716,2.477883,2.453627,1.451465,-1.451301,2.032621,-1.26881,0.2704457,0,1
75,1,0,18.17497,18.17497,2607.566,3.402823E+38,0,19.2868,117,92,Basic,Basic,0.55,0.55,0.35,0.35,-0.1349988,2.4208,1.527501,0.9654218,2.066366,3.218958,-6.877216,0.1449857,0,2
76,1,0,37.46886,37.46886,1299.753,3.402823E+38,0,22.0353,39,289,Basic,Basic,0.55,0.55,0.35,0.35,2.214703,3.312955,-0.4322052,0.3856423,1.399134,2.932956,-2.424873,0.2306046,0,0
77,1,0,19.79301,19.79301,2404.654,3.402823E+38,0,26.0081,34,77,Basic,Basic,0.55,0.55,0.35,0.35,-1.57444,2.206667,0.006566959,0.4757444,0.3536656,2.545637,0.6017347,0.3582553,0,1
78,1,0,14.06547,14.06547,3318.847,3.402823E+38,0,30.90228,183,250,Basic,Blaster,0.55,0.55,0.35,0.35,1.063274,2.755648,0.3816587,0.5683062,-2.016684,1.906796,2.754032,0.5032509,0,4
79,1,0,17.97034,17.97034,2635.693,3.402823E+38,0,22.52112,277,51,Basic,Basic,0.55,0.55,0.35,0.35,-4.157628,2.057141,-0.6479044,0.3475857,2.140402,3.252629,1.629295,0.4211146,0,2
80,1,0,13.75277,13.75277,3389.193,3.402823E+38,0,21.43755,42,101,Laser,Basic,0.55,0.55,0.35,0.35,-0.2219212,2.403192,-1.177557,0.2688906,2.837115,3.588769,1.521862,0.4140113,0,8
81,1,0,17.38267,17.38267,2719.953,3.402823E+38,0,16.16856,235,59,Basic,Basic,0.55,0.55,0.35,0.35,2.928428,3.83468,1.102366,0.7952513,3.329382,3.847351,2.166726,0.4585768,0,0
82,1,0,17.69672,17.69672,2674.265,3.402823E+38,0,20.27061,99,168,Basic,Basic,0.55,0.55,0.35,0.35,-2.470162,2.132454,1.250645,0.8512415,1.617565,3.023155,-1.815669,0.2503899,0,1
83,1,0,14.51038,14.51038,3223.647,3.402823E+38,0,28.0931,86,215,Basic,Blaster,0.55,0.55,0.35,0.35,4.038095,5.030433,-5.991134,0.02483582,-0.4565746,2.292757,3.534734,0.5687209,0,4
84,1,0,18.2949,18.2949,2591.358,3.402823E+38,0,26.15737,169,237,Basic,Blaster,0.55,0.55,0.35,0.35,0.9491644,2.71494,-2.934671,0.1134762,-0.3912163,2.311725,-0.7068609,0.293536,0,1
85,1,0,32.93219,32.93219,1473.527,3.402823E+38,0,20.41574,30,219,Basic,Basic,0.55,0.55,0.35,0.35,1.321081,2.856051,-0.5987096,0.3559333,0.1181113,2.468058,-1.871223,0.2484777,0,0
86,1,0,16.54557,16.54557,2849.722,3.402823E+38,0,28.47288,174,216,Basic,Basic,0.55,0.55,0.35,0.35,-0.05293023,2.438117,-1.569125,0.2221412,-1.018677,2.13937,-0.02395186,0.3252938,0,0
