Slime ID,Wave Number,Fitness Pool,Min Path Distance To Sheep,Total Path Distance,Sheep Distance Fitness,Alive Time Fitness,Percentage Of Path Completed Fitness,Average Lifetime Fitness,Parent One,Parent Two,Main Type,Secondary Type,Main Resistance Gene,Main Resistance Trait,Secondary Resistance Gene,Secondary Resistance Trait,Tower Attraction Gene,Tower Attraction Trait,Slime Optimal Distance Gene,Slime Optimal Distance Trait,Speed Gene,Speed Trait,Turn Rate Gene,Turn Rate Trait,Time Alive After Increased Alignment Strength,Offspring Count
106,1,0,24.38588,24.59492,1969.599,12.08106,0.8499622,12.08106,52,210,Basic,Basic,0.55,0.55,0.35,0.35,-0.8309256,2.298614,-2.852438,0.1181828,1.004178,2.778148,-1.473399,0.2626747,0,1
107,1,1,18.92562,19.08926,2509.332,17.3376,0.8571982,17.3376,123,177,Basic,Ice,0.55,0.55,0.35,0.35,2.285245,3.357531,8.372118,7.660355,-0.4323827,2.29975,4.554604,0.6644095,0,0
108,1,0,13.61743,13.73193,3420.574,9.294744,0.8338392,9.294744,180,153,Basic,Basic,0.55,0.55,0.35,0.35,-0.9842827,2.276817,0.7187306,0.6656859,4.736269,4.679532,2.036894,0.4492299,0,2
109,1,1,25.86344,26.08282,1861.266,15.26833,0.8410633,15.26833,177,268,Basic,Basic,0.55,0.55,0.35,0.35,1.994436,3.182509,-0.8649026,0.3129653,-1.223115,2.087746,4.554604,0.6644095,0,2
110,1,0,14.01934,14.13962,3329.041,11.99668,0.8506536,11.99668,172,54,Basic,Basic,0.55,0.55,0.35,0.35,2.303458,3.369269,3.845375,2.540149,3.494026,3.937706,0.9706028,0.379533,0,1
111,1,1,2.497352,2.518684,14296.53,30.73042,0.8469462,30.73042,42,214,Basic,Basic,0.55,0.55,0.35,0.35,-0.9100149,2.287169,4.595386,3.313009,-4.187154,1.544276,-0.5223511,0.3017025,0,8
112,1,0,22.12652,22.31534,2162.02,14.24801,0.8461595,14.24801,162,85,Basic,Basic,0.55,0.55,0.35,0.35,0.09980379,2.472229,1.222935,0.8405135,0.206015,2.496609,0.1660977,0.334901,0,1
113,1,1,24.11096,24.31556,1991.162,14.08522,0.8414268,14.08522,268,289,Basic,Basic,0.55,0.55,0.35,0.35,-0.6478093,2.326871,-1.509462,0.228714,-0.5020248,2.279708,-2.403916,0.2312433,0,0
114,1,0,3.764421,3.796313,10494.45,21.26081,0.8400679,21.26081,182,136,Basic,Basic,0.55,0.55,0.35,0.35,-1.790586,2.185654,1.433503,0.9251986,-0.9494709,2.157336,-0.484885,0.3033974,0,6
115,1,1,13.02219,13.13277,3565.778,22.54246,0.8420706,22.54246,85,78,Basic,Basic,0.55,0.55,0.35,0.35,5.793638,8.22861,0.8570538,0.7099709,-3.240566,1.681343,0.1660977,0.334901,0,6
116,1,0,15.72559,15.86099,2989.432,20.5556,0.8536994,20.5556,124,120,Basic,Basic,0.55,0.55,0.35,0.35,-1.312694,2.235292,3.52605,2.24963,-1.667146,1.982819,0.1895633,0.3361114,0,4
117,1,1,18.09923,18.25235,2617.906,20.50968,0.8388758,20.50968,191,139,Acid,Basic,0.55,0.55,0.35,0.35,0.6444196,2.616388,-0.2149394,0.428002,-1.871573,1.937678,-1.31761,0.2685622,0,3
118,1,0,16.81334,16.95684,2806.886,11.32372,0.8462965,11.32372,36,62,Basic,Basic,0.55,0.55,0.35,0.35,0.3789071,2.541417,-1.701589,0.2082015,2.78546,3.562646,-2.591862,0.2256176,0,0
119,1,1,14.87125,14.99887,3150.351,20.8113,0.8508861,20.8113,269,120,Basic,Basic,0.55,0.55,0.35,0.35,-1.312694,2.235292,3.52605,2.24963,-1.153821,2.105003,-1.935303,0.2462997,0,7
120,1,0,27.45782,27.69036,1756.986,16.55174,0.8397937,16.55174,150,84,Acid,Basic,0.55,0.55,0.35,0.35,2.100625,3.243782,1.689661,1.038492,-2.550892,1.800997,0.8435405,0.3720444,0,1
121,1,1,23.97925,24.18216,2001.661,16.87722,0.8390605,16.87722,231,255,Basic,Basic,0.55,0.55,0.35,0.35,-4.600359,2.045815,-2.835232,0.1191918,-2.166829,1.875827,0.8371389,0.3716716,0,0
122,1,0,44.97164,45.35304,1087.627,13.28307,0.8409679,13.28307,197,22,Basic,Basic,0.55,0.55,0.35,0.35,-1.206694,2.247972,-3.03577,0.1079429,-2.297686,1.849635,0.327248,0.3433212,0,1
123,1,1,13.71475,13.83259,3397.95,20.18181,0.8518755,20.18181,278,249,Basic,Basic,0.55,0.55,0.35,0.35,0.01671815,2.453361,-0.02695191,0.4682078,-2.925843,1.733707,-0.1255788,0.3202972,0,1
124,1,0,15.19276,15.32098,3087.799,22.95434,0.836885,22.95434,61,147,Basic,Basic,0.55,0.55,0.35,0.35,2.624147,3.592239,0.05546452,0.4869457,-5.239302,1.422828,-5.518632,0.1625808,0,6
125,1,1,15.96549,16.10225,2947.159,18.88686,0.8493483,18.88686,200,67,Basic,Fire,0.55,0.55,0.35,0.35,-0.3307548,2.382164,2.058464,1.223065,-1.836764,1.945228,6.753483,0.9031625,0,4
126,1,0,21.48866,21.67356,2223.342,17.5121,0.8531034,17.5121,136,38,Basic,Basic,0.55,0.55,0.35,0.35,-6.715625,2.01593,0.3819734,0.5683905,-3.28508,1.674227,-1.425979,0.2644468,0,4
127,1,1,11.98719,12.08875,3849.946,22.7534,0.8400857,22.7534,249,237,Basic,Basic,0.55,0.55,0.35,0.35,3.803779,4.732016,-0.1346709,0.4447493,-2.502876,1.810017,-1.518056,0.2610217,0,1
128,1,0,5.368146,5.413824,7851.578,9.969619,0.8437097,9.969619,114,256,Basic,Basic,0.55,0.55,0.35,0.35,-1.018038,2.272234,-3.007425,0.1094667,5.790134,5.383509,1.097971,0.38721,0,10
129,1,1,12.24997,12.35404,3773.594,17.28395,0.8424044,17.28395,214,180,Basic,Basic,0.55,0.55,0.35,0.35,0.6834638,2.628234,-0.1088843,0.4502608,0.4983933,2.595015,3.791949,0.5917937,0,3
130,1,0,11.86435,11.96589,3886.711,17.54037,0.8485913,17.54037,118,143,Basic,Basic,0.55,0.55,0.35,0.35,1.960802,3.163707,1.571582,0.9848175,-0.6547553,2.236708,-1.533895,0.2604391,0,1
131,1,1,19.52958,19.69792,2435.51,13.4753,0.8545995,13.4753,201,223,Basic,Basic,0.55,0.55,0.35,0.35,-2.656881,2.120705,0.5052505,0.6023509,1.770837,3.088429,0.9549248,0.3785999,0,1
132,1,0,19.34341,19.50687,2457.798,13.70644,0.83794,13.70644,282,9,Basic,Basic,0.55,0.55,0.35,0.35,0.3395657,2.531095,2.666124,1.588328,0.9588379,2.761048,0.7995244,0.3694895,0,0
133,1,1,14.80545,14.93118,3163.466,16.76903,0.8420527,16.76903,278,108,Laser,Basic,0.55,0.55,0.35,0.35,-1.955042,2.171099,-3.668247,0.07890895,-1.074717,2.125005,-2.31323,0.2340405,0,1
134,1,0,18.96956,19.1308,2503.81,12.49078,0.8428097,12.49078,216,62,Basic,Basic,0.55,0.55,0.35,0.35,0.9288517,2.70792,-1.701589,0.2082015,2.78546,3.562646,-2.591862,0.2256176,0,1
135,1,1,14.26285,14.38393,3275.928,15.31692,0.8417964,15.31692,273,171,Basic,Basic,0.55,0.55,0.35,0.35,1.461638,2.916093,0.1669268,0.5134214,1.114684,2.820401,0.2749242,0.3405594,0,1
136,1,0,16.07948,16.21667,2927.49,15.97144,0.8459747,15.97144,183,131,Basic,Basic,0.55,0.55,0.35,0.35,2.401446,3.434082,-2.196182,0.1633314,-0.5612418,2.262882,-0.1264671,0.320254,0,0
137,1,1,22.10581,22.29467,2163.958,17.90463,0.8471072,17.90463,189,58,Basic,Basic,0.55,0.55,0.35,0.35,-0.523399,2.347558,1.307727,0.8737338,-2.587965,1.794096,-1.674149,0.255363,0,0
138,1,0,14.89264,15.01934,3146.111,18.3922,0.8436024,18.3922,114,160,Basic,Basic,0.55,0.55,0.35,0.35,1.397519,2.888216,-2.271205,0.1574128,-0.8591766,2.181158,-0.8295368,0.2882698,0,2
139,1,1,15.84905,15.98275,2967.527,14.94114,0.8365512,14.94114,241,262,Basic,Basic,0.55,0.55,0.35,0.35,1.843349,3.100255,0.5874491,0.6260408,0.4787863,2.588248,1.022476,0.3826389,0,3
140,1,0,20.54195,20.71714,2321.052,16.94616,0.8456051,16.94616,171,204,Shock,Basic,0.55,0.55,0.35,0.35,-0.219435,2.403685,-1.125853,0.2757384,-1.936391,1.923766,-0.413545,0.3066595,0,0
141,1,1,13.94474,14.0632,3345.658,25.74349,0.842315,25.74349,32,65,Fire,Basic,0.55,0.55,0.35,0.35,3.070894,3.95952,1.849377,1.115197,-4.501445,1.504878,0.9279358,0.3769995,0,5
142,1,0,3.459244,3.4889,11212.66,13.1797,0.8500278,13.1797,153,155,Basic,Basic,0.55,0.55,0.35,0.35,0.144446,2.482682,1.803755,1.092794,2.870437,3.605723,-0.6087607,0.2978408,0,3
143,1,1,22.39513,22.58566,2137.197,15.27597,0.8435726,15.27597,257,266,Basic,Basic,0.55,0.55,0.35,0.35,1.716178,3.03528,0.1285472,0.5041548,-1.418766,2.040323,2.791742,0.5062538,0,1
144,1,0,23.83394,24.03804,2013.373,14.73519,0.8490801,14.73519,224,185,Basic,Basic,0.55,0.55,0.35,0.35,0.2681954,2.512859,-1.15761,0.2715127,2.100198,3.234296,2.279488,0.4668496,0,1
145,1,1,11.52422,11.62163,3992.264,35.20322,0.8381665,35.20322,28,75,Ice,Laser,0.55,0.55,0.35,0.35,1.145619,2.786411,5.117008,3.913846,-2.745771,1.765337,-2.204167,0.2374774,0,11
146,1,0,6.547196,6.603019,6624.977,10.19359,0.8454204,10.19359,12,98,Basic,Ice,0.55,0.55,0.35,0.35,-3.272381,2.088844,-1.700551,0.2083073,5.294983,5.045174,-1.609169,0.2576963,0,6
147,1,1,22.24155,22.43213,2151.32,14.78154,0.8495688,14.78154,93,161,Basic,Basic,0.55,0.55,0.35,0.35,1.082168,2.762602,0.08894396,0.494759,-1.176946,2.099217,1.979867,0.4451845,0,1
148,1,0,18.75995,18.91754,2530.37,14.24774,0.8329988,14.24774,147,114,Basic,Basic,0.55,0.55,0.35,0.35,1.397519,2.888216,1.14503,0.8110071,0.0345063,2.441339,-0.6941037,0.2940911,0,0
149,1,1,6.42078,6.475362,6737.836,18.77472,0.842917,18.77472,74,187,Basic,Basic,0.55,0.55,0.35,0.35,1.500889,2.933572,-1.127951,0.2754573,-1.425387,2.038751,0.6253048,0.359573,0,4
150,1,0,6.106732,6.15868,7035.583,15.24262,0.8434951,15.24262,137,52,Basic,Basic,0.55,0.55,0.35,0.35,0.549304,2.588434,-1.023811,0.2897539,3.720775,4.065279,-2.929018,0.2160838,0,8
151,1,1,11.65133,11.75014,3952.153,16.30054,0.8409262,16.30054,137,112,Basic,Basic,0.55,0.55,0.35,0.35,-0.009592831,2.447542,-1.719314,0.2064024,-0.4376574,2.298222,1.742494,0.4287372,0,3
152,1,0,17.60413,17.75415,2687.575,9.953786,0.8449972,9.953786,165,62,Basic,Basic,0.55,0.55,0.35,0.35,0.9288517,2.70792,-1.701589,0.2082015,2.78546,3.562646,2.071289,0.4516875,0,0
153,1,1,12.05018,12.15221,3831.365,17.92436,0.8396387,17.92436,276,25,Basic,Basic,0.55,0.55,0.35,0.35,-2.648265,2.121224,-2.632783,0.1317214,-2.468925,1.816452,-0.9565672,0.2829514,0,1
154,1,0,4.785823,4.826287,8641.813,14.94662,0.8383989,14.94662,267,80,Basic,Basic,0.55,0.55,0.35,0.35,-0.1960703,2.408351,-4.531139,0.05139895,1.2233,2.862731,-0.7169174,0.2930994,0,3
155,1,1,7.119845,7.180157,6157.753,17.65025,0.8399725,17.65025,69,184,Basic,Basic,0.55,0.55,0.35,0.35,0.0658369,2.464424,-1.850193,0.193581,-0.5213396,2.274199,-0.1229711,0.3204242,0,5
156,1,0,23.02289,23.2142,2081.348,11.1124,0.8240998,11.1124,135,19,Basic,Basic,0.55,0.55,0.35,0.35,-0.367565,2.375299,0.3827564,0.5686005,2.664543,3.50225,2.603688,0.4914402,0,1
157,1,1,26.07613,26.29066,1846.645,14.07706,0.8159876,14.07706,26,249,Basic,Basic,0.55,0.55,0.35,0.35,-1.037669,2.269604,1.947138,1.164557,-1.997029,1.910923,0.1607952,0.3346283,0,0
158,1,0,7.456708,7.517336,5912.466,16.45838,0.8065164,16.45838,52,138,Basic,Basic,0.55,0.55,0.35,0.35,0.549304,2.588434,-2.608375,0.1333173,-1.531763,2.013794,-2.787697,0.2199947,0,6
159,1,1,25.15072,25.35604,1911.993,13.70928,0.8097649,13.70928,236,222,Basic,Basic,0.55,0.55,0.35,0.35,-2.37914,2.138587,-2.53613,0.1381533,-3.199921,1.687903,1.508328,0.4131254,0,0
160,1,0,12.40445,12.50689,3730.105,13.96152,0.819093,13.96152,170,85,Basic,Basic,0.55,0.55,0.35,0.35,0.02108013,2.454333,-2.556032,0.136804,0.206015,2.496609,0.1660977,0.334901,0,2
161,1,1,8.102424,8.169393,5493.042,15.36338,0.8197546,15.36338,144,175,Basic,Basic,0.55,0.55,0.35,0.35,-1.168903,2.252654,0.6463506,0.6435482,-0.2847019,2.343162,6.101309,0.8286707,0,3
162,1,0,8.913725,8.988003,5043.513,13.0741,0.8264065,13.0741,38,194,Basic,Shock,0.55,0.55,0.35,0.35,3.769798,4.690943,-3.642526,0.07992218,1.37366,2.922652,2.279151,0.4668247,0,3
163,1,1,10.4726,10.56072,4358.208,15.3854,0.8343577,15.3854,162,161,Basic,Basic,0.55,0.55,0.35,0.35,1.082168,2.762602,-2.113981,0.1700678,-1.176946,2.099217,1.979867,0.4451845,0,1
164,1,0,3.959508,3.994287,10081.65,13.77724,0.8707225,13.77724,233,180,Basic,Basic,0.55,0.55,0.35,0.35,0.6834638,2.628234,4.010508,2.699756,0.9514871,2.758288,3.791949,0.5917937,0,4
165,1,1,18.17661,18.33759,2607.343,13.77724,0.877893,13.77724,174,67,Basic,Basic,0.55,0.55,0.35,0.35,1.160519,2.792105,2.058464,1.223065,-1.195549,2.094582,0.435127,0.3491007,0,0
166,1,0,13.73489,13.8557,3393.308,17.06248,0.8719623,17.06248,124,104,Ice,Basic,0.55,0.55,0.35,0.35,1.134433,2.782161,0.5570924,0.6171924,-1.353628,2.0559,-0.5851467,0.2988896,0,5
167,1,1,12.59425,12.70454,3678.026,17.01642,0.868094,17.01642,204,227,Basic,Basic,0.55,0.55,0.35,0.35,0.7331417,2.643627,0.9607786,0.7449479,-2.617126,1.788707,-1.904979,0.2473267,0,3
168,1,0,17.12511,17.27577,2758.603,8.287102,0.8720696,8.287102,101,153,Basic,Basic,0.55,0.55,0.35,0.35,-1.166552,2.252949,0.7187306,0.6656859,4.736269,4.679532,2.036894,0.4492299,0,2
169,1,1,6.873085,6.933563,6350.75,12.62932,0.8722484,12.62932,279,239,Basic,Basic,0.55,0.55,0.35,0.35,-0.0230776,2.444588,0.1312481,0.5048016,2.249255,3.302847,2.765637,0.5041732,0,5
170,1,0,16.00877,16.14907,2939.659,13.10777,0.8687496,13.10777,164,211,Basic,Basic,0.55,0.55,0.35,0.35,-1.662188,2.197866,2.653723,1.580062,0.9557171,2.759876,-0.7144934,0.2932045,0,2
171,1,1,16.64982,16.79555,2832.89,20.71843,0.8676469,20.71843,75,249,Basic,Basic,0.55,0.55,0.35,0.35,-1.037669,2.269604,-0.4611007,0.3803211,-1.997029,1.910923,-0.1796927,0.3176762,0,1
172,1,0,12.69927,12.8118,3649.829,14.68969,0.87834,14.68969,109,82,Basic,Basic,0.55,0.55,0.35,0.35,-0.622602,2.330962,0.09095383,0.4952317,0.908276,2.742139,-1.568438,0.2591751,0,4
173,1,1,17.7193,17.87649,2671.04,17.75245,0.8792877,17.75245,251,231,Basic,Basic,0.55,0.55,0.35,0.35,-4.600359,2.045815,-2.835232,0.1191918,-2.174607,1.87425,-3.038761,0.2131293,0,0
174,1,0,18.69736,18.86249,2538.412,25.96798,0.875479,25.96798,100,50,Basic,Basic,0.55,0.55,0.35,0.35,-2.403715,2.136904,0.8321379,0.7017979,-4.516252,1.503091,-2.033172,0.2430298,0,8
175,1,1,10.00828,10.09346,4542.038,12.41026,0.8439541,12.41026,67,234,Basic,Basic,0.55,0.55,0.35,0.35,-2.589711,2.124807,2.421737,1.431792,2.966266,3.654924,-4.545567,0.1790986,0,4
176,1,0,15.19412,15.32293,3087.54,16.52084,0.8406162,16.52084,233,36,Basic,Basic,0.55,0.55,0.35,0.35,0.8427393,2.678897,-0.7408499,0.3323266,0.4079937,2.564018,1.256134,0.3969833,0,0
177,1,1,15.02455,15.15176,3120.213,26.84974,0.8396268,26.84974,214,298,Basic,Basic,0.55,0.55,0.35,0.35,-3.55905,2.077017,1.98455,1.183943,-4.187154,1.544276,-0.5223511,0.3017025,0,3
178,1,0,15.41191,15.54767,3046.568,15.40386,0.8731663,15.40386,117,221,Basic,Basic,0.55,0.55,0.35,0.35,-3.367336,2.084738,-0.003821586,0.4733963,1.173325,2.843155,-0.04307706,0.324346,0,0
179,1,1,10.54813,10.64093,4329.707,11.48003,0.872159,11.48003,236,176,Basic,Basic,0.55,0.55,0.35,0.35,4.837948,6.266256,-2.53613,0.1381533,2.08209,3.226076,0.7515454,0.3667275,0,2
180,1,0,12.13492,12.24028,3806.647,10.92374,0.8607507,10.92374,20,205,Basic,Basic,0.55,0.55,0.35,0.35,-2.524521,2.128921,0.2014698,0.5218991,1.839118,3.118039,2.06433,0.4511892,0,4
181,1,1,12.87106,12.98283,3604.626,11.51851,0.8609056,11.51851,147,76,Fire,Basic,0.55,0.55,0.35,0.35,-2.647943,2.121243,-0.8246946,0.3191181,1.721803,3.067368,-0.9671453,0.2825146,0,4
182,1,0,13.43446,13.54787,3463.932,18.86366,0.8371115,18.86366,104,86,Basic,Basic,0.55,0.55,0.35,0.35,1.875583,3.117333,3.647733,2.357481,-1.353628,2.0559,0.1927605,0.3362767,0,3
183,1,1,20.54192,20.71737,2321.055,17.15474,0.8468568,17.15474,270,87,Basic,Basic,0.55,0.55,0.35,0.35,-0.01890249,2.445501,3.492144,2.220209,-2.288365,1.851476,0.1720587,0.335208,0,0
184,1,0,19.5654,19.73119,2431.268,16.11858,0.8402348,16.11858,93,149,Basic,Basic,0.55,0.55,0.35,0.35,-0.9309545,2.284212,-0.1818011,0.4348416,-2.024363,1.905188,-1.141117,0.275464,0,1
185,1,1,12.17459,12.27786,3795.185,24.57682,0.841105,24.57682,81,200,Basic,Basic,0.55,0.55,0.35,0.35,4.36865,5.498842,-0.8249384,0.3190804,-1.836764,1.945228,4.094689,0.61988,0,9
186,1,0,13.29723,13.41278,3497.18,26.75926,0.8615017,26.75926,168,172,Basic,Basic,0.55,0.55,0.35,0.35,2.2146,3.31289,-0.1675898,0.4378068,-6.534543,1.308879,2.823765,0.5088166,0,5
187,1,1,13.64213,13.75982,3414.805,17.7097,0.8553445,17.7097,93,236,Basic,Basic,0.55,0.55,0.35,0.35,1.73569,3.045006,-2.53613,0.1381533,-1.80368,1.952456,-0.9580787,0.2828889,0,2
188,1,0,13.51275,13.60943,3445.246,11.50564,0.710392,11.50564,191,179,Basic,Shock,0.55,0.55,0.35,0.35,-0.2256628,2.40245,2.526244,1.497099,1.751584,3.080139,-1.151253,0.2750609,0,3
189,1,1,13.4852,13.58039,3451.799,14.81682,0.7009268,14.81682,268,145,Basic,Basic,0.55,0.55,0.35,0.35,-1.487863,2.215731,-0.8649026,0.3129653,0.3762497,2.553255,-4.448225,0.1809641,0,2
190,1,0,13.07091,13.15936,3553.43,14.9732,0.6721377,14.9732,6,163,Basic,Fire,0.55,0.55,0.35,0.35,1.111153,2.77339,4.069104,2.757888,-1.053747,2.130361,0.1214874,0.3326148,0,2
191,1,1,10.31509,10.38703,4418.876,17.10612,0.6925881,17.10612,107,203,Fire,Basic,0.55,0.55,0.35,0.35,0.3803802,2.541807,3.25524,2.022356,-0.7714674,2.204715,0.9340118,0.3773592,0,4
192,1,0,14.45901,14.55735,3234.36,15.17959,0.6755471,15.17959,147,59,Basic,Basic,0.55,0.55,0.35,0.35,1.631746,2.994186,0.8556662,0.7095134,-1.351655,2.056375,1.984142,0.4454865,0,3
193,1,1,17.03098,17.14829,2773.005,12.57291,0.6841004,12.57291,67,180,Basic,Basic,0.55,0.55,0.35,0.35,0.6834638,2.628234,3.422329,2.1605,0.2868897,2.523296,3.791949,0.5917937,0,1
194,1,0,20.0591,20.19598,2374.271,12.52745,0.6777763,12.52745,29,36,Basic,Basic,0.55,0.55,0.35,0.35,0.8427393,2.678897,-0.7408499,0.3323266,0.4079937,2.564018,1.660249,0.423185,0,1
195,1,1,12.17799,12.26315,3794.206,16.16532,0.6945014,16.16532,187,251,Basic,Shock,0.55,0.55,0.35,0.35,0.8093827,2.667968,0.2283875,0.5285969,-1.425387,2.038751,-1.698559,0.2544947,0,2
196,1,0,12.60996,12.69769,3673.779,15.79456,0.6908596,15.79456,185,24,Basic,Basic,0.55,0.55,0.35,0.35,3.725244,4.637916,0.1498076,0.5092682,-0.6122446,2.248546,0.6300898,0.3598412,0,3
197,1,1,14.34273,14.44226,3258.872,14.05402,0.6891131,14.05402,165,239,Basic,Basic,0.55,0.55,0.35,0.35,-2.971039,2.103231,-0.3873672,0.3940412,0.4706066,2.585433,2.765637,0.5041732,0,2
198,1,0,28.82165,29.03582,1676.634,13.64085,0.7376075,13.64085,167,137,Basic,Basic,0.55,0.55,0.35,0.35,-2.562536,2.126506,0.1523567,0.5098847,-1.472237,2.027692,1.742494,0.4287372,0,2
199,1,1,16.01081,16.13162,2939.307,20.27734,0.7488787,20.27734,85,240,Basic,Basic,0.55,0.55,0.35,0.35,0.3545541,2.535005,-0.9774513,0.2963473,-4.769087,1.473491,0.1660977,0.334901,0,1
200,1,0,11.1491,11.23155,4115.531,15.16078,0.7341206,15.16078,145,193,Basic,Basic,0.55,0.55,0.35,0.35,-1.571313,2.206988,-4.503575,0.05210854,0.3762497,2.553255,0.6152107,0.359008,0,3
201,1,1,10.38551,10.46519,4391.546,13.71988,0.7613659,13.71988,144,179,Shock,Basic,0.55,0.55,0.35,0.35,3.089254,3.976163,2.526244,1.497099,0.4775488,2.587822,-1.151253,0.2750609,0,3
202,1,0,14.27305,14.38207,3273.74,18.26765,0.758028,18.26765,143,33,Basic,Basic,0.55,0.55,0.35,0.35,-1.52556,2.211737,1.695894,1.041395,-2.203379,1.868437,-1.881387,0.2481303,0,5
203,1,1,12.77278,12.87077,3630.35,17.26303,0.7613838,17.26303,177,200,Basic,Basic,0.55,0.55,0.35,0.35,4.36865,5.498842,1.341276,0.8872025,-1.223115,2.087746,4.094689,0.61988,0,2
204,1,0,10.03883,10.1165,4529.468,18.80173,0.7677615,18.80173,38,10,Basic,Basic,0.55,0.55,0.35,0.35,0.9662059,2.720882,-2.234662,0.1602689,-1.687825,1.978164,0.6061484,0.3585016,0,0
205,1,1,16.64874,16.77487,2833.064,23.02339,0.7519126,23.02339,26,214,Basic,Basic,0.55,0.55,0.35,0.35,-1.349701,2.231018,4.595386,3.313009,-4.187154,1.544276,-0.5223511,0.3017025,0,3
206,1,0,7.924987,7.98581,5602.249,15.18283,0.7616401,15.18283,163,23,Basic,Basic,0.55,0.55,0.35,0.35,0.4214591,2.552802,4.069104,2.757888,2.56246,3.452083,0.1214874,0.3326148,0,4
207,1,1,11.59187,11.68019,3970.816,17.8477,0.7561326,17.8477,288,138,Basic,Basic,0.55,0.55,0.35,0.35,-0.6805362,2.321634,-7.277164,0.01307171,-1.531763,2.013794,-2.787697,0.2199947,0,6
208,1,0,13.78998,13.89377,3380.668,18.47093,0.747031,18.47093,14,69,Basic,Basic,0.55,0.55,0.35,0.35,-4.053022,2.060202,-2.32444,0.1533415,-3.629256,1.621518,2.224727,0.462814,0,2
209,1,1,13.5734,13.67538,3430.909,15.29192,0.7457614,15.29192,276,273,Basic,Basic,0.55,0.55,0.35,0.35,5.176855,6.899653,0.6935953,0.6579192,-0.3141615,2.334402,-3.647304,0.1979869,0,1
210,1,0,14.45216,14.56229,3235.792,14.53686,0.7562578,14.53686,33,44,Basic,Basic,0.55,0.55,0.35,0.35,2.02625,3.200559,0.3110723,0.549682,-0.7090191,2.22174,3.03932,0.5263722,0,2
211,1,1,13.74952,13.85387,3389.941,17.11024,0.7532418,17.11024,204,231,Basic,Basic,0.55,0.55,0.35,0.35,-4.600359,2.045815,-2.835232,0.1191918,-2.174607,1.87425,-3.038761,0.2131293,0,4
212,1,0,13.04444,13.14338,3560.129,15.13074,0.7528007,15.13074,153,190,Basic,Basic,0.55,0.55,0.35,0.35,1.483695,2.925876,0.7187306,0.6656859,-0.6903589,2.226869,-2.370124,0.2322793,0,3
213,1,1,28.72727,28.94599,1681.957,14.34365,0.7555962,14.34365,289,240,Basic,Basic,0.55,0.55,0.35,0.35,0.3545541,2.535005,-0.9774513,0.2963473,-3.238383,1.681694,-2.403916,0.2312433,0,0
214,1,0,14.95588,15.07045,3133.641,13.6329,0.7602155,13.6329,115,209,Basic,Basic,0.55,0.55,0.35,0.35,-2.265452,2.146646,0.8237033,0.6990508,0.4054975,2.563169,-1.365391,0.2667364,0,1
215,1,1,13.42852,13.53126,3465.36,19.13789,0.7593274,19.13789,21,196,Basic,Fire,0.55,0.55,0.35,0.35,2.700637,3.650216,2.46138,1.456282,-2.401012,1.829466,-0.8834569,0.2859957,0,4
216,1,0,17.75405,17.88787,2666.091,22.03322,0.7481337,22.03322,234,249,Basic,Basic,0.55,0.55,0.35,0.35,-4.715287,2.043261,2.421737,1.431792,-4.923832,1.456206,-0.1796927,0.3176762,0,2
217,1,1,12.62168,12.71891,3670.619,15.21967,0.7644415,15.21967,128,106,Basic,Basic,0.55,0.55,0.35,0.35,0.7659206,2.653985,-2.140394,0.167874,-0.9254303,2.163636,3.036215,0.5261156,0,2
218,1,0,11.47024,11.55737,4009.547,11.65357,0.7539034,11.65357,137,46,Basic,Basic,0.55,0.55,0.35,0.35,-2.45621,2.133377,-3.304675,0.09449141,1.884691,3.137984,-0.03327482,0.3248313,0,2
219,1,1,15.28421,15.40111,3070.459,15.21967,0.7590413,15.21967,32,104,Basic,Basic,0.55,0.55,0.35,0.35,-1.447448,2.220096,0.3731314,0.5660251,-1.353628,2.0559,3.419021,0.5585817,0,1
220,1,0,28.84077,29.0608,1675.56,11.43869,0.7571459,11.43869,211,267,Basic,Basic,0.55,0.55,0.35,0.35,1.741784,3.048061,0.06658584,0.4895281,-0.05451414,2.413353,3.660356,0.5798978,0,0
221,1,1,16.94364,17.07302,2786.503,14.15842,0.7578194,14.15842,221,93,Basic,Basic,0.55,0.55,0.35,0.35,1.73569,3.045006,-0.8348895,0.317547,0.05060031,2.44645,-1.56149,0.2594286,0,1
222,1,0,9.816934,9.891438,4622.382,10.27573,0.753212,10.27573,135,224,Basic,Shock,0.55,0.55,0.35,0.35,0.2681954,2.512859,1.058425,0.7793161,3.655831,4.028371,-1.523139,0.2608345,0,3
223,1,1,11.01991,11.1048,4159.764,15.0209,0.7644713,15.0209,124,69,Basic,Basic,0.55,0.55,0.35,0.35,-5.853022,2.024511,-2.32444,0.1533415,-0.2403571,2.356442,2.224727,0.462814,0,1
224,1,0,12.56775,12.66325,3685.209,9.521077,0.7540941,9.521077,196,55,Basic,Basic,0.55,0.55,0.35,0.35,0.9809861,2.726074,-1.803785,0.1980354,3.328212,3.846715,-2.874716,0.2175722,0,3
225,1,1,15.08992,15.20427,3107.536,18.37905,0.7521093,18.37905,237,181,Basic,Shock,0.55,0.55,0.35,0.35,-0.2227468,2.403028,-0.7222842,0.3353219,-2.512647,1.808174,0.2667935,0.3401326,0,2
