Slime ID, Wave Number, Fitness Pool, Min Path Distance To Sheep, Total Path Distance,Sheep Distance Fitness, Alive Time Fitness, Percentage Of Path Completed Fitness, Average Lifetime Fitness,Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Tower Attraction Gene, Tower Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Time Alive After Increased Alignment Strength,
0, 0, 0, 40.91522, 40.91522, 1192.884, 3.402823E+38, 0, 21.31476, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7580522,2.309558,3.663325,2.371557,-0.5250084,2.273154,-1.064717,0.2785297,0,
1, 0, 0, 42.18223, 42.18223, 1157.884, 3.402823E+38, 0, 20.2363, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.286688,2.238342,0.4645161,0.5909244,-1.283397,2.072931,1.51669,0.4136725,0,
2, 0, 0, 42.26241, 42.26241, 1155.738, 3.402823E+38, 0, 17.87623, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,5.202932,6.951222,-1.617455,0.2169525,-0.1115835,2.39566,0.5066715,0.3529976,0,
3, 0, 0, 41.39996, 41.39996, 1179.246, 3.402823E+38, 0, 13.23082, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.2461394,2.398416,-2.394629,0.1481317,3.239722,3.798958,-0.7472972,0.2917859,0,
4, 0, 0, 135.3504, 135.3504, 366.7024, 3.402823E+38, 0, 19.53332, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.3009125,2.38782,-0.5823615,0.3587499,1.655279,3.039064,-2.181378,0.2382058,0,
5, 0, 0, 137.663, 137.663, 360.5864, 3.402823E+38, 0, 24.02544, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.5465764,2.587651,-2.653946,0.130353,-3.245505,1.68055,-2.447178,0.2299281,0,
6, 0, 0, 135.9372, 135.9372, 365.1309, 3.402823E+38, 0, 20.58192, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.6037111,2.334061,-0.02786309,0.4680045,-1.304137,2.067876,-0.1556656,0.3188365,0,
7, 0, 0, 136.6667, 136.6667, 363.1962, 3.402823E+38, 0, 15.64275, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.032788,3.204301,-0.9422415,0.301452,2.682551,3.511178,1.61986,0.4204857,0,
8, 0, 0, 135.9891, 135.9891, 364.9925, 3.402823E+38, 0, 25.52359, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.073511,2.098096,2.072881,1.230824,-2.241395,1.860812,-0.6633669,0.2954342,0,
9, 0, 0, 136.2682, 136.2682, 364.2505, 3.402823E+38, 0, 16.66139, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.8229311,2.299796,-0.006508858,0.4727907,1.869092,3.13114,-0.04956147,0.3240255,0,
10, 0, 0, 136.4647, 136.4647, 363.7296, 3.402823E+38, 0, 18.99379, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.702444,2.193954,-1.694933,0.2088811,0.2588519,2.513999,1.507882,0.4130963,0,
11, 0, 0, 136.1844, 136.1844, 364.473, 3.402823E+38, 0, 18.71758, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.011441,2.273124,1.473272,0.9420293,0.733285,2.677995,-0.01474899,0.3257511,0,
12, 0, 0, 136.133, 136.133, 364.6095, 3.402823E+38, 0, 22.74301, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.219889,2.815193,0.03997971,0.4833717,-1.663539,1.983633,1.684237,0.4247965,0,
13, 0, 0, 135.2399, 135.2399, 366.9998, 3.402823E+38, 0, 16.29656, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.738147,3.046236,-1.7612,0.2022111,1.799825,3.100959,3.056515,0.5277955,0,
14, 0, 0, 136.7144, 136.7144, 363.0701, 3.402823E+38, 0, 20.20695, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.598841,2.204182,4.688276,3.416698,-0.02030038,2.424053,2.339161,0.4712859,0,
15, 0, 0, 135.0728, 135.0728, 367.4503, 3.402823E+38, 0, 19.11494, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.863576,3.110942,2.447331,1.447564,0.8362089,2.715479,-0.227663,0.3153754,0,
16, 0, 0, 135.0756, 135.0756, 367.4427, 3.402823E+38, 0, 28.532, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.3202037,2.384154,2.296639,1.356757,-2.727369,1.76864,0.6334478,0.3600296,0,
17, 0, 0, 134.1483, 134.1483, 369.9641, 3.402823E+38, 0, 11.25008, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.76226,3.058389,0.1641924,0.5127558,4.744363,4.684697,-3.464223,0.2023289,0,
18, 0, 0, 134.8944, 134.8944, 367.9328, 3.402823E+38, 0, 17.58423, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.280865,3.354722,-0.2112567,0.428757,2.996635,3.670655,1.141732,0.3898873,0,
19, 0, 0, 136.2064, 136.2064, 364.4144, 3.402823E+38, 0, 21.25076, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.895653,2.176219,-4.277957,0.05829495,0.1160944,2.467409,0.9877825,0.3805585,0,
20, 0, 0, 136.8157, 136.8157, 362.8035, 3.402823E+38, 0, 18.59055, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.102209,2.159038,2.352735,1.389986,0.7151493,2.671461,-0.5177101,0.3019118,0,
21, 0, 0, 134.6774, 134.6774, 368.5213, 3.402823E+38, 0, 23.10133, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.08643682,2.430964,1.797348,1.08968,-0.5639305,2.262123,2.362983,0.4730683,0,
22, 0, 0, 136.5463, 136.5463, 363.5139, 3.402823E+38, 0, 16.28435, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.9001847,2.288568,-3.477429,0.08673991,1.071671,2.803857,1.127156,0.3889933,0,
23, 0, 0, 132.0989, 132.0989, 375.6606, 3.402823E+38, 0, 23.68742, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.65483,2.120828,-3.429864,0.08880895,-1.385314,2.048296,-4.295221,0.1839815,0,
24, 0, 0, 132.7051, 132.7051, 373.9573, 3.402823E+38, 0, 19.99953, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1818861,2.41121,-0.04173793,0.4649194,3.002728,3.673819,1.429074,0.4079781,0,
25, 0, 0, 135.8613, 135.8613, 365.3334, 3.402823E+38, 0, 17.34397, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.3820542,2.37263,0.3954537,0.5720147,1.773747,3.089684,-1.472491,0.2627084,0,
26, 0, 0, 130.3594, 130.3594, 380.635, 3.402823E+38, 0, 25.75941, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.173893,2.79725,2.871161,1.730134,-1.71452,1.972185,-1.946737,0.2459142,0,
27, 0, 0, 136.0833, 136.0833, 364.7417, 3.402823E+38, 0, 14.96366, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6480846,2.617491,2.773072,1.661083,2.07579,3.223222,2.459673,0.4803688,0,
28, 0, 0, 136.1772, 136.1772, 364.492, 3.402823E+38, 0, 18.24717, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.4830605,2.5697,1.268429,0.8581922,0.3302549,2.537773,2.623065,0.4929478,0,
29, 0, 0, 130.6552, 130.6552, 379.7798, 3.402823E+38, 0, 24.26645, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5555803,2.342086,-0.8169296,0.3203196,1.131319,2.826832,0.8778436,0.3740495,0,
30, 0, 0, 129.8216, 129.8216, 382.1999, 3.402823E+38, 0, 33.18552, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.8878072,2.693939,2.091302,1.240799,-3.025665,1.716704,-2.414014,0.2309352,0,
31, 0, 0, 130.0585, 130.0585, 381.5089, 3.402823E+38, 0, 29.25367, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.3806015,2.541866,-4.572249,0.05035852,-2.795647,1.756451,-4.092353,0.1881479,0,
32, 0, 0, 124.3816, 124.3816, 398.7827, 3.402823E+38, 0, 30.8692, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.09563333,2.42902,1.400736,0.9115344,-1.62345,1.992721,-0.7369379,0.2922329,0,
33, 0, 0, 130.4592, 130.4592, 380.3461, 3.402823E+38, 0, 31.29048, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.9023747,2.698871,3.160802,1.947244,-1.667174,1.982813,2.398635,0.4757478,0,
34, 0, 0, 131.0238, 131.0238, 378.7195, 3.402823E+38, 0, 20.03543, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.143531,3.269384,-2.300779,0.1551381,0.8603396,2.724368,3.688813,0.5824541,0,
35, 0, 0, 124.173, 124.173, 399.447, 3.402823E+38, 0, 28.82613, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.336779,2.862563,1.787247,1.084786,-1.377628,2.050136,3.201876,0.5399614,0,
36, 0, 0, 130.9998, 130.9998, 378.7885, 3.402823E+38, 0, 19.05507, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.514,2.939481,0.8699764,0.7142444,1.466949,2.960607,-0.7941301,0.2897765,0,
37, 0, 0, 126.8822, 126.8822, 390.9849, 3.402823E+38, 0, 25.55976, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.23233,2.090634,0.04977077,0.4856287,-0.1264381,2.391087,1.656057,0.4229039,0,
38, 0, 0, 129.3791, 129.3791, 383.4971, 3.402823E+38, 0, 23.33204, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.156235,2.154826,-1.428928,0.237888,-1.825767,1.947625,-0.397898,0.307381,0,
39, 0, 0, 123.111, 123.111, 402.8651, 3.402823E+38, 0, 27.73587, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.948117,2.104416,-1.436291,0.2370346,-0.8928128,2.172233,-3.746634,0.1957047,0,
40, 0, 0, 131.5647, 131.5647, 377.1742, 3.402823E+38, 0, 21.1618, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.21206,2.498948,-0.9377338,0.3021117,0.2781567,2.520395,1.258274,0.3971174,0,
41, 0, 0, 133.1188, 133.1188, 372.8038, 3.402823E+38, 0, 14.09134, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.933461,3.148633,0.6981761,0.6593282,3.99632,4.225127,0.6740275,0.3623149,0,
42, 0, 0, 129.3763, 129.3763, 383.5052, 3.402823E+38, 0, 23.34547, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,5.44801,7.455818,-0.4342882,0.3852564,0.654641,2.649817,-1.653042,0.2561175,0,
43, 0, 0, 131.3571, 131.3571, 377.7658, 3.402823E+38, 0, 20.99403, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.105907,2.771427,0.1851244,0.5178711,0.0681783,2.45205,0.7674122,0.3676383,0,
44, 0, 0, 133.8561, 133.8561, 370.7656, 3.402823E+38, 0, 15.70398, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.393508,2.226058,4.760171,3.498009,3.066984,3.707349,-2.41945,0.2307696,0,
45, 0, 0, 131.2993, 131.2993, 377.9311, 3.402823E+38, 0, 23.0944, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,3.856691,4.797064,1.963475,1.172988,-0.1992441,2.368858,0.9738684,0.3797277,0,
46, 0, 0, 126.3413, 126.3413, 392.6456, 3.402823E+38, 0, 15.19757, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.569879,2.207135,3.237594,2.008159,3.966063,4.207319,-1.38888,0.2658453,0,
47, 0, 0, 128.2295, 128.2295, 386.9086, 3.402823E+38, 0, 21.59443, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.701005,2.194093,-0.5065607,0.3720919,1.641184,3.033107,0.3148606,0.3426649,0,
48, 0, 0, 133.7403, 133.7403, 371.0842, 3.402823E+38, 0, 19.13205, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.054196,2.267409,1.685557,1.036583,0.8361466,2.715456,0.9719312,0.3796122,0,
49, 0, 0, 131.0129, 131.0129, 378.751, 3.402823E+38, 0, 24.68032, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.484651,2.131503,2.03187,1.208862,-1.117276,2.114203,-1.010071,0.2807518,0,
50, 0, 0, 129.5815, 129.5815, 382.9027, 3.402823E+38, 0, 22.50461, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1874513,2.410086,2.419242,1.430263,-0.03529114,2.419356,-1.905169,0.2473203,0,
51, 0, 0, 120.1881, 120.1881, 412.5819, 3.402823E+38, 0, 23.27547, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.738605,3.046465,-0.01210329,0.4715323,0.7512634,2.684493,-0.5471284,0.3005884,0,
52, 0, 0, 130.5793, 130.5793, 379.999, 3.402823E+38, 0, 29.10469, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.06041649,2.436509,-1.80193,0.1982155,-3.091245,1.705735,0.3345323,0.3437078,0,
53, 0, 0, 128.3783, 128.3783, 386.4634, 3.402823E+38, 0, 21.02038, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.5755367,2.596018,0.7747055,0.6832889,0.6269093,2.639977,-0.7984923,0.2895902,0,
54, 0, 0, 133.1403, 133.1403, 372.7441, 3.402823E+38, 0, 27.08824, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7461057,2.31139,3.48646,2.215304,-2.049481,1.899946,-1.201924,0.273058,0,
55, 0, 0, 128.8042, 128.8042, 385.1956, 3.402823E+38, 0, 18.73499, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.3379038,2.530663,-2.630285,0.1318839,1.35507,2.91516,1.957732,0.4436241,0,
56, 0, 0, 122.6084, 122.6084, 404.5033, 3.402823E+38, 0, 22.41065, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.8186204,2.300435,0.1136313,0.5005963,-0.5531968,2.265156,2.235372,0.4635958,0,
57, 0, 0, 131.1943, 131.1943, 378.2312, 3.402823E+38, 0, 32.94125, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.767974,3.061289,2.137243,1.265981,-3.717832,1.608597,-4.294042,0.1840052,0,
58, 0, 0, 131.1314, 131.1314, 378.4111, 3.402823E+38, 0, 20.59721, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7416732,2.312072,-1.062487,0.2843622,0.6624491,2.652597,1.779206,0.4312397,0,
59, 0, 0, 120.142, 120.142, 412.7387, 3.402823E+38, 0, 21.03351, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.05655783,2.462314,-0.3944249,0.3927076,4.449233,4.499037,0.3544267,0.3447664,0,
60, 0, 0, 120.5895, 120.5895, 411.2197, 3.402823E+38, 0, 20.52671, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,0.8738623,0.715534,2.916241,3.629157,-1.121961,0.2762282,0,
61, 0, 0, 131.5896, 131.5896, 377.1035, 3.402823E+38, 0, 23.25171, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.382036,2.372633,2.533901,1.50198,-0.5591085,2.263484,0.3547859,0.3447855,0,
62, 0, 0, 127.63, 127.63, 388.7117, 3.402823E+38, 0, 30.44267, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.545548,2.12758,1.421607,0.9202169,-2.176107,1.873946,0.7146735,0.3646209,0,
63, 0, 0, 126.7741, 126.7741, 391.3156, 3.402823E+38, 0, 25.95278, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6389718,2.614752,-2.111934,0.1702389,-0.7738454,2.204071,-0.2238967,0.3155552,0,
64, 0, 0, 130.628, 130.628, 379.8584, 3.402823E+38, 0, 28.87691, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.625117,2.074522,-0.514126,0.3707392,-0.911402,2.167327,-1.152467,0.2750127,0,
65, 0, 0, 129.8772, 129.8772, 382.0376, 3.402823E+38, 0, 23.49343, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1697591,2.413669,-2.761503,0.1236124,-1.43703,2.035993,2.226622,0.4629531,0,
66, 0, 0, 130.7706, 130.7706, 379.4474, 3.402823E+38, 0, 26.55196, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.229853,2.245145,-1.156625,0.2716427,-0.4052607,2.307629,-1.841918,0.2494836,0,
67, 0, 0, 130.9304, 130.9304, 378.9878, 3.402823E+38, 0, 27.508, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.381611,2.881428,0.1083221,0.4993355,-2.735986,1.767092,0.8818761,0.374286,0,
68, 0, 0, 129.8601, 129.8601, 382.0875, 3.402823E+38, 0, 21.6265, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.03496913,2.441999,-0.5617748,0.3623272,0.2426243,2.50864,1.990438,0.4459316,0,
69, 0, 0, 130.4678, 130.4678, 380.3213, 3.402823E+38, 0, 25.01353, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.01818,2.272215,-1.729826,0.2053426,-0.9817328,2.148929,-4.399152,0.1819204,0,
70, 0, 0, 129.9691, 129.9691, 381.7695, 3.402823E+38, 0, 21.85246, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1487647,2.417961,-0.3901495,0.3935149,1.685588,3.051921,2.446208,0.4793458,0,
71, 0, 0, 129.5917, 129.5917, 382.8727, 3.402823E+38, 0, 21.21262, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1755311,2.412497,1.362493,0.8958165,-0.02853662,2.421471,-0.2299595,0.3152657,0,
72, 0, 0, 130.0646, 130.0646, 381.4912, 3.402823E+38, 0, 23.30354, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7110295,2.316829,-0.893858,0.3086058,-0.1671611,2.378615,-0.753993,0.2914974,0,
73, 0, 0, 130.3616, 130.3616, 380.6287, 3.402823E+38, 0, 24.59836, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.288592,2.238118,-0.9100126,0.3061991,-0.4925318,2.282424,1.338524,0.4021809,0,
74, 0, 0, 125.8127, 125.8127, 394.2822, 3.402823E+38, 0, 18.93591, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.720619,2.192213,0.9889902,0.7547318,1.970024,3.175726,-2.555113,0.2266997,0,
75, 0, 0, 134.6511, 134.6511, 368.5927, 3.402823E+38, 0, 23.1291, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.741156,2.190264,-0.4883763,0.375363,-0.4013741,2.308761,-1.547983,0.2599225,0,
76, 0, 0, 129.798, 129.798, 382.2688, 3.402823E+38, 0, 25.1625, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.122822,2.258482,-0.9151016,0.3054448,-0.1836223,2.373601,-2.113882,0.2403839,0,
77, 0, 0, 129.491, 129.491, 383.1681, 3.402823E+38, 0, 24.99457, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.014864,2.16609,-0.3632048,0.3986396,-0.9900959,2.146759,1.691378,0.4252776,0,
78, 0, 0, 122.8922, 122.8922, 403.5768, 3.402823E+38, 0, 18.58946, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,3.473596,4.355418,-0.5786278,0.3593962,3.228075,3.792714,1.31366,0.4006046,0,
79, 0, 0, 127.6452, 127.6452, 388.6657, 3.402823E+38, 0, 20.74206, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6811948,2.627539,0.3178205,0.5514374,1.551484,2.995519,-0.9476181,0.2833216,0,
80, 0, 0, 130.33, 130.33, 380.7203, 3.402823E+38, 0, 22.24803, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.330486,2.859947,-2.475649,0.1423346,0.8576642,2.72338,-1.777844,0.2517047,0,
81, 0, 0, 135.3093, 135.3093, 366.8127, 3.402823E+38, 0, 20.21107, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.652916,2.120944,2.291992,1.354035,0.1407268,2.475358,-2.638839,0.2242468,0,
82, 0, 0, 122.0369, 122.0369, 406.382, 3.402823E+38, 0, 19.57778, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.35292,2.140406,-3.35997,0.09193843,2.615943,3.478273,-0.0755268,0.3227459,0,
83, 0, 0, 131.0255, 131.0255, 378.7146, 3.402823E+38, 0, 23.76048, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.026256,2.742202,0.3039943,0.5478464,-1.387098,2.04787,-3.04305,0.2130152,0,
84, 0, 0, 126.2214, 126.2214, 393.0157, 3.402823E+38, 0, 15.3775, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.103437,2.158941,-2.536177,0.1381501,4.442048,4.494586,-0.1731005,0.317994,0,
85, 0, 0, 130.8603, 130.8603, 379.1893, 3.402823E+38, 0, 23.11523, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.245645,2.82541,-0.6520302,0.3468943,1.496449,2.972733,-0.2552531,0.3140617,0,
86, 0, 0, 130.8835, 130.8835, 379.1225, 3.402823E+38, 0, 22.88988, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.141588,2.419439,-3.329954,0.09331567,0.4400862,2.574963,-0.360088,0.3091338,0,
87, 0, 0, 129.2023, 129.2023, 384.0179, 3.402823E+38, 0, 23.61983, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.3337172,2.529577,-3.862087,0.07167231,-1.407463,2.043011,0.4161603,0.3480762,0,
88, 0, 0, 129.2513, 129.2513, 383.8734, 3.402823E+38, 0, 16.55939, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.2504105,2.39758,0.7943249,0.6895603,3.724123,4.06719,-1.090127,0.2775048,0,
89, 0, 0, 128.5649, 128.5649, 385.9069, 3.402823E+38, 0, 28.06618, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.884691,2.177181,-2.360281,0.1506591,-1.289647,2.071405,-0.3753101,0.3084266,0,
90, 0, 0, 130.8123, 130.8123, 379.3271, 3.402823E+38, 0, 23.18195, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.6663384,2.323896,2.688455,1.603303,-0.1686874,2.378149,1.396206,0.4058635,0,
91, 0, 0, 131.7869, 131.7869, 376.5431, 3.402823E+38, 0, 23.74493, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.677078,2.19641,-1.966579,0.1828375,-1.533705,2.013344,-2.30807,0.2342013,0,
92, 0, 0, 130.8761, 130.8761, 379.1439, 3.402823E+38, 0, 27.07029, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.732891,2.116225,2.282704,1.348607,-1.522446,2.015958,2.354783,0.472454,0,
93, 0, 0, 130.5717, 130.5717, 380.0208, 3.402823E+38, 0, 23.26325, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.829883,3.093195,0.5559645,0.6168658,0.3382135,2.540442,0.9251207,0.3768331,0,
94, 0, 0, 131.4087, 131.4087, 377.6186, 3.402823E+38, 0, 24.67158, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.503444,2.079181,-1.045984,0.2866508,-2.139249,1.881442,-1.575698,0.2589106,0,
95, 0, 0, 129.4024, 129.4024, 383.4286, 3.402823E+38, 0, 27.77672, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.1624954,2.486973,3.267378,2.032165,-1.855325,1.941196,-3.125216,0.2108515,0,
96, 0, 0, 128.7546, 128.7546, 385.3427, 3.402823E+38, 0, 29.514, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-4.975664,2.037988,0.1663819,0.5132886,-2.802969,1.755155,-0.6668519,0.2952816,0,
97, 0, 0, 131.9374, 131.9374, 376.1169, 3.402823E+38, 0, 23.51511, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6522205,2.618737,-2.399441,0.147781,-1.208258,2.091425,-2.002911,0.2440337,0,
98, 0, 0, 129.2871, 129.2871, 383.7679, 3.402823E+38, 0, 29.42917, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.7056783,2.635073,-0.1139002,0.4491837,-3.155315,1.69517,1.537332,0.4150263,0,
99, 0, 0, 131.6175, 131.6175, 377.0241, 3.402823E+38, 0, 21.35761, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.04297522,2.459243,1.517537,0.9610851,0.5690029,2.619587,1.017196,0.3823215,0,
100, 0, 0, 128.6934, 128.6934, 385.5247, 3.402823E+38, 0, 23.42913, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.8147448,2.301011,-2.389233,0.148526,0.3461736,2.543116,-2.019163,0.2434937,0,
101, 0, 0, 130.7185, 130.7185, 379.5973, 3.402823E+38, 0, 24.93918, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.943897,2.104636,1.147842,0.8120554,-2.691658,1.775088,2.083504,0.4525636,0,
102, 0, 0, 131.855, 131.855, 376.3501, 3.402823E+38, 0, 22.54138, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,3.135657,4.018803,-3.977948,0.06766553,-0.3354329,2.328108,2.646599,0.4947848,0,
103, 0, 0, 130.0632, 130.0632, 381.4952, 3.402823E+38, 0, 29.01904, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7601955,2.309231,1.07512,0.7853357,-2.53808,1.803395,0.102344,0.3316396,0,
104, 0, 0, 131.0484, 131.0484, 378.6489, 3.402823E+38, 0, 33.51117, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.7533966,2.650008,1.788697,1.085487,-4.22313,1.539622,3.042819,0.5266615,0,
105, 0, 0, 127.6508, 127.6508, 388.649, 3.402823E+38, 0, 22.90306, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.08890994,2.469712,-2.746339,0.1245415,0.1858515,2.490018,-0.6293234,0.2969315,0,
106, 0, 0, 132.3941, 132.3941, 374.829, 3.402823E+38, 0, 19.57128, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.2484808,2.507931,-2.647447,0.1307717,1.09727,2.813688,3.014319,0.5243089,0,
107, 0, 0, 123.3615, 123.3615, 402.0536, 3.402823E+38, 0, 27.47423, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1579955,2.416069,-0.149718,0.441563,-0.1927013,2.370842,-1.852623,0.2491154,0,
108, 0, 0, 130.5347, 130.5347, 380.1279, 3.402823E+38, 0, 22.81578, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.9387798,2.283115,-0.6366509,0.3494784,0.4601898,2.581853,-0.4841192,0.3034322,0,
109, 0, 0, 129.7025, 129.7025, 382.5482, 3.402823E+38, 0, 21.33419, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.910164,2.287148,-4.248639,0.05915072,0.4689997,2.58488,2.138584,0.4565346,0,
