Slime ID, Wave Number, Fitness Pool, Min Path Distance To Sheep, Total Path Distance,Sheep Distance Fitness, Alive Time Fitness, Percentage Of Path Completed Fitness, Average Lifetime Fitness,Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Tower Attraction Gene, Tower Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Time Alive After Increased Alignment Strength,
266, 1, 0, 118.7737, 118.7737, 417.4538, 3.402823E+38, 0, 21.33913, 29,137,Basic,Basic,0.55,0.55,0.35,0.35,4.766283,6.140964,-3.074293,0.1059055,2.261425,3.308514,-0.4481978,0.3050693,0,
267, 1, 0, 126.95, 126.95, 390.7776, 3.402823E+38, 0, 26.41375, 0,58,Basic,Basic,0.55,0.55,0.35,0.35,-0.7416732,2.312072,-1.117313,0.2768858,-0.5250084,2.273154,-0.3846518,0.3079936,0,
268, 1, 0, 129.7646, 129.7646, 382.3666, 3.402823E+38, 0, 23.20266, 55,119,Basic,Basic,0.55,0.55,0.35,0.35,2.608972,3.580965,0.1007191,0.4975351,0.06150236,2.449921,-0.01703295,0.3256375,0,
269, 1, 0, 117.1325, 117.1325, 423.2534, 3.402823E+38, 0, 20.3457, 26,178,Basic,Basic,0.55,0.55,0.35,0.35,1.539951,2.951284,2.871161,1.730134,3.274072,3.81743,2.364289,0.4731661,0,
270, 1, 0, 129.594, 129.594, 382.866, 3.402823E+38, 0, 25.41738, 34,42,Basic,Acid,0.55,0.55,0.35,0.35,2.143531,3.269384,-0.4342882,0.3852564,-1.46235,2.030017,-1.653042,0.2561175,0,
271, 1, 0, 125.4637, 125.4637, 395.3705, 3.402823E+38, 0, 26.61769, 173,39,Laser,Basic,0.55,0.55,0.35,0.35,-2.948117,2.104416,-1.436291,0.2370346,-0.8928128,2.172233,-3.746634,0.1957047,0,
272, 1, 0, 121.7576, 121.7576, 407.3066, 3.402823E+38, 0, 20.60639, 48,59,Shock,Basic,0.55,0.55,0.35,0.35,0.05655783,2.462314,-0.3944249,0.3927076,4.449233,4.499037,2.851827,0.511072,0,
273, 1, 0, 129.0386, 129.0386, 384.5011, 3.402823E+38, 0, 20.76796, 2,24,Basic,Basic,0.55,0.55,0.35,0.35,5.202932,6.951222,-0.04173793,0.4649194,3.002728,3.673819,5.054187,0.7151824,0,
274, 1, 0, 120.855, 120.855, 410.3237, 3.402823E+38, 0, 15.77931, 46,59,Basic,Ice,0.55,0.55,0.35,0.35,0.05655783,2.462314,1.206841,0.8343392,4.449233,4.499037,-1.38888,0.2658453,0,
275, 1, 0, 128.7173, 128.7173, 385.4535, 3.402823E+38, 0, 19.80065, 51,74,Basic,Basic,0.55,0.55,0.35,0.35,-1.720619,2.192213,-0.01210329,0.4715323,1.970024,3.175726,-2.555113,0.2266997,0,
276, 1, 0, 129.1024, 129.1024, 384.3126, 3.402823E+38, 0, 19.03283, 34,43,Basic,Basic,0.55,0.55,0.35,0.35,1.105907,2.771427,0.1851244,0.5178711,0.8603396,2.724368,0.7674122,0.3676383,0,
277, 1, 0, 130.1517, 130.1517, 381.238, 3.402823E+38, 0, 22.83831, 64,1,Basic,Basic,0.55,0.55,0.35,0.35,-1.286688,2.238342,0.4645161,0.5909244,-1.283397,2.072931,1.51669,0.4136725,0,
278, 1, 0, 131.7793, 131.7793, 376.5648, 3.402823E+38, 0, 20.83718, 151,33,Acid,Basic,0.55,0.55,0.35,0.35,1.628003,2.992401,3.160802,1.947244,1.303664,2.894565,2.398635,0.4757478,0,
279, 1, 0, 129.1624, 129.1624, 384.1357, 3.402823E+38, 0, 25.95935, 2,45,Basic,Basic,0.55,0.55,0.35,0.35,3.856691,4.797064,1.963475,1.172988,-0.1115835,2.39566,-0.6405059,0.2964386,0,
280, 1, 0, 131.3813, 131.3813, 377.6967, 3.402823E+38, 0, 24.16924, 50,4,Basic,Basic,0.55,0.55,0.35,0.35,-0.3009125,2.38782,-0.5823615,0.3587499,0.4120295,2.565391,-2.181378,0.2382058,0,
281, 1, 0, 122.2667, 122.2667, 405.6245, 3.402823E+38, 0, 27.98089, 26,6,Basic,Basic,0.55,0.55,0.35,0.35,-0.6037111,2.334061,-0.02786309,0.4680045,-1.304137,2.067876,-0.1556656,0.3188365,0,
282, 1, 0, 122.0543, 122.0543, 406.3246, 3.402823E+38, 0, 20.10559, 31,74,Basic,Basic,0.55,0.55,0.35,0.35,-1.720619,2.192213,0.9889902,0.7547318,1.970024,3.175726,-2.555113,0.2266997,0,
283, 1, 0, 129.5549, 129.5549, 382.9808, 3.402823E+38, 0, 20.85361, 74,56,Basic,Basic,0.55,0.55,0.35,0.35,-0.8186204,2.300435,0.1136313,0.5005963,1.970024,3.175726,2.235372,0.4635958,0,
284, 1, 0, 127.4605, 127.4605, 389.2246, 3.402823E+38, 0, 27.4267, 61,49,Basic,Basic,0.55,0.55,0.35,0.35,-2.484651,2.131503,2.533901,1.50198,-1.117276,2.114203,-1.010071,0.2807518,0,
285, 1, 0, 121.3527, 121.3527, 408.6545, 3.402823E+38, 0, 12.62406, 60,59,Basic,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,0.8738623,0.715534,7.150628,6.365354,0.3544267,0.3447664,0,
286, 1, 0, 121.5613, 121.5613, 407.9592, 3.402823E+38, 0, 19.22577, 58,60,Basic,Shock,0.55,0.55,0.35,0.35,-2.780481,2.113504,-1.062487,0.2843622,2.916241,3.629157,-1.121961,0.2762282,0,
287, 1, 0, 130.1523, 130.1523, 381.2361, 3.402823E+38, 0, 13.35645, 60,17,Acid,Basic,0.55,0.55,0.35,0.35,1.76226,3.058389,0.1641924,0.5127558,4.744363,4.684697,-3.464223,0.2023289,0,
288, 1, 0, 123.4231, 123.4231, 401.8546, 3.402823E+38, 0, 24.5239, 30,127,Basic,Basic,0.55,0.55,0.35,0.35,-0.181297,2.411329,-1.244151,0.2603141,0.7887527,2.69811,4.128148,0.6230448,0,
289, 1, 0, 129.9002, 129.9002, 381.9703, 3.402823E+38, 0, 22.90547, 0,2,Ice,Basic,0.55,0.55,0.35,0.35,5.202932,6.951222,1.480059,0.9449292,-0.1115835,2.39566,-0.5284937,0.3014258,0,
290, 1, 0, 130.0693, 130.0693, 381.4776, 3.402823E+38, 0, 24.52301, 70,43,Basic,Basic,0.55,0.55,0.35,0.35,1.105907,2.771427,0.1851244,0.5178711,0.0681783,2.45205,2.446208,0.4793458,0,
291, 1, 0, 126.8766, 126.8766, 391.0019, 3.402823E+38, 0, 22.20759, 39,74,Basic,Basic,0.55,0.55,0.35,0.35,-1.720619,2.192213,0.9889902,0.7547318,1.970024,3.175726,-2.555113,0.2266997,0,
292, 1, 0, 129.0944, 129.0944, 384.3363, 3.402823E+38, 0, 22.85205, 71,162,Basic,Basic,0.55,0.55,0.35,0.35,2.150715,3.273719,-2.754917,0.124015,-0.2046544,2.367218,2.520652,0.4850277,0,
293, 1, 0, 129.1795, 129.1795, 384.085, 3.402823E+38, 0, 22.0613, 157,51,Basic,Basic,0.55,0.55,0.35,0.35,1.738605,3.046465,4.313418,3.008421,0.7512634,2.684493,2.105644,0.4541557,0,
294, 1, 0, 128.794, 128.794, 385.2259, 3.402823E+38, 0, 24.81666, 77,1,Basic,Basic,0.55,0.55,0.35,0.35,0.4533302,2.561483,0.4645161,0.5909244,-1.283397,2.072931,1.51669,0.4136725,0,
295, 1, 0, 129.0766, 129.0766, 384.3889, 3.402823E+38, 0, 24.07994, 1,73,Basic,Basic,0.55,0.55,0.35,0.35,-1.288592,2.238118,-0.9100126,0.3061991,-0.4925318,2.282424,1.338524,0.4021809,0,
296, 1, 0, 130.6667, 130.6667, 379.7466, 3.402823E+38, 0, 24.88551, 156,69,Basic,Basic,0.55,0.55,0.35,0.35,-1.01818,2.272215,-1.926463,0.1864728,-0.9817328,2.148929,-4.399152,0.1819204,0,
297, 1, 0, 134.5808, 134.5808, 368.7838, 3.402823E+38, 0, 27.35875, 38,26,Basic,Basic,0.55,0.55,0.35,0.35,1.173893,2.79725,2.871161,1.730134,-0.4745952,2.287569,-1.946737,0.2459142,0,
298, 1, 0, 119.18, 119.18, 416.0425, 3.402823E+38, 0, 17.34964, 73,46,Basic,Basic,0.55,0.55,0.35,0.35,-1.288592,2.238118,3.237594,2.008159,3.966063,4.207319,0.7784595,0.3682739,0,
299, 1, 0, 128.2801, 128.2801, 386.7572, 3.402823E+38, 0, 25.44536, 88,66,Basic,Basic,0.55,0.55,0.35,0.35,-1.229853,2.245145,-1.156625,0.2716427,-0.4052607,2.307629,-1.841918,0.2494836,0,
0, 2, 0, 136.206, 136.206, 364.4156, 3.402823E+38, 0, 12.49245, 94,39,Basic,Basic,0.55,0.55,0.35,0.35,0.2222951,2.501456,-1.617455,0.2169525,3.513767,3.948668,-2.430452,0.2304352,0,
1, 2, 0, 138.0953, 138.0953, 359.4658, 3.402823E+38, 0, 19.43708, 267,223,Basic,Basic,0.55,0.55,0.35,0.35,-1.701005,2.194093,-1.067574,0.2836603,-0.5250084,2.273154,0.3148606,0.3426649,0,
2, 2, 0, 129.559, 129.559, 382.9687, 3.402823E+38, 0, 25.79561, 58,59,Basic,Basic,0.55,0.55,0.35,0.35,-0.08643682,2.430964,-0.01210329,0.4715323,-0.5639305,2.262123,3.565009,0.5713984,0,
3, 2, 0, 126.7159, 126.7159, 391.4939, 3.402823E+38, 0, 26.05342, 58,46,Blaster,Basic,0.55,0.55,0.35,0.35,4.034256,5.025326,1.727299,1.056136,-0.2209123,2.362302,-2.442336,0.2300747,0,
4, 2, 0, 129.0952, 129.0952, 384.3341, 3.402823E+38, 0, 25.27803, 162,31,Basic,Basic,0.55,0.55,0.35,0.35,1.612986,2.98527,-0.1947789,0.4321507,-0.08883117,2.402691,-1.335511,0.2678761,0,
5, 2, 0, 136.8134, 136.8134, 362.8094, 3.402823E+38, 0, 10.81379, 211,274,Basic,Shock,0.55,0.55,0.35,0.35,-0.8107963,2.301598,1.206841,0.8343392,4.449233,4.499037,-1.38888,0.2658453,0,
6, 2, 0, 132.4712, 132.4712, 374.6128, 3.402823E+38, 0, 20.87, 37,162,Basic,Basic,0.55,0.55,0.35,0.35,-1.720619,2.192213,0.9889902,0.7547318,-0.1264381,2.391087,-2.555113,0.2266997,0,
7, 2, 0, 135.0647, 135.0647, 367.4722, 3.402823E+38, 0, 19.1734, 48,154,Basic,Basic,0.55,0.55,0.35,0.35,0.3379038,2.530663,0.04977077,0.4856287,0.1726943,2.485731,1.656057,0.4229039,0,
8, 2, 0, 129.0897, 129.0897, 384.3501, 3.402823E+38, 0, 27.8895, 128,200,Basic,Basic,0.55,0.55,0.35,0.35,-2.021016,2.165584,1.705976,1.046108,-1.552112,2.009082,-1.680701,0.2551295,0,
9, 2, 0, 132.8433, 132.8433, 373.5711, 3.402823E+38, 0, 19.68953, 137,236,Basic,Basic,0.55,0.55,0.35,0.35,-0.7110295,2.316829,-1.398939,0.2413952,-0.1992441,2.368858,-0.753993,0.2914974,0,
10, 2, 0, 127.82, 127.82, 388.1384, 3.402823E+38, 0, 24.55661, 270,64,Basic,Acid,0.55,0.55,0.35,0.35,0.6697624,2.624052,3.160802,1.947244,-0.4052607,2.307629,-1.711169,0.2540478,0,
11, 2, 0, 137.5075, 137.5075, 360.9912, 3.402823E+38, 0, 16.45935, 119,92,Basic,Basic,0.55,0.55,0.35,0.35,-1.720619,2.192213,1.184683,0.8259058,1.970024,3.175726,-1.121961,0.2762282,0,
12, 2, 0, 135.3822, 135.3822, 366.6167, 3.402823E+38, 0, 19.00524, 269,48,Basic,Basic,0.55,0.55,0.35,0.35,1.219889,2.815193,0.03997971,0.4833717,-1.663539,1.983633,1.684237,0.4247965,0,
13, 2, 0, 132.8571, 132.8571, 373.5328, 3.402823E+38, 0, 18.63592, 48,181,Basic,Basic,0.55,0.55,0.35,0.35,1.219889,2.815193,0.1872972,0.5184049,3.228075,3.792714,1.31366,0.4006046,0,
14, 2, 0, 138.1118, 138.1118, 359.4231, 3.402823E+38, 0, 12.54126, 39,74,Basic,Basic,0.55,0.55,0.35,0.35,-2.545548,2.12758,0.8900993,0.7209463,3.513767,3.948668,0.2513555,0.3393241,0,
15, 2, 0, 132.3667, 132.3667, 374.9061, 3.402823E+38, 0, 18.68727, 45,276,Basic,Basic,0.55,0.55,0.35,0.35,1.105907,2.771427,0.1851244,0.5178711,0.8603396,2.724368,0.7674122,0.3676383,0,
16, 2, 0, 120.7365, 120.7365, 410.7231, 3.402823E+38, 0, 23.44015, 27,194,Blaster,Basic,0.55,0.55,0.35,0.35,1.479803,2.924143,1.951459,1.166781,1.970024,3.175726,-0.2299595,0.3152657,0,
17, 2, 0, 123.6452, 123.6452, 401.1385, 3.402823E+38, 0, 28.04305, 36,83,Basic,Acid,0.55,0.55,0.35,0.35,-0.7580522,2.309558,3.663325,2.371557,-0.5250084,2.273154,2.235372,0.4635958,0,
18, 2, 0, 124.0001, 124.0001, 399.9997, 3.402823E+38, 0, 23.95539, 155,32,Basic,Basic,0.55,0.55,0.35,0.35,0.05655783,2.462314,-0.3901495,0.3935149,0.6269093,2.639977,-0.7984923,0.2895902,0,
19, 2, 0, 133.0464, 133.0464, 373.0052, 3.402823E+38, 0, 18.24365, 274,214,Basic,Basic,0.55,0.55,0.35,0.35,-1.286688,2.238342,0.4645161,0.5909244,1.712851,3.063541,-1.38888,0.2658453,0,
20, 2, 0, 121.7949, 121.7949, 407.1832, 3.402823E+38, 0, 27.79493, 66,61,Basic,Basic,0.55,0.55,0.35,0.35,-0.4697295,2.356876,-2.111934,0.1702389,-0.7738454,2.204071,-0.2238967,0.3155552,0,
21, 2, 0, 132.5751, 132.5751, 374.3214, 3.402823E+38, 0, 8.955271, 56,285,Basic,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,0.8738623,0.715534,7.150628,6.365354,-4.092353,0.1881479,0,
22, 2, 0, 127.8135, 127.8135, 388.1581, 3.402823E+38, 0, 22.29927, 17,66,Basic,Basic,0.55,0.55,0.35,0.35,-0.1697591,2.413669,-1.242137,0.2605695,-1.43703,2.035993,7.286152,0.9654549,0,
23, 2, 0, 129.7538, 129.7538, 382.3979, 3.402823E+38, 0, 23.62564, 185,55,Basic,Basic,0.55,0.55,0.35,0.35,4.922498,6.417922,0.7747055,0.6832889,0.6269093,2.639977,-0.7984923,0.2895902,0,
24, 2, 0, 129.5606, 129.5606, 382.964, 3.402823E+38, 0, 21.97697, 40,44,Laser,Shock,0.55,0.55,0.35,0.35,5.44801,7.455818,-0.4342882,0.3852564,2.526413,3.434548,-1.653042,0.2561175,0,
25, 2, 0, 130.8894, 130.8894, 379.1057, 3.402823E+38, 0, 15.5103, 39,99,Basic,Basic,0.55,0.55,0.35,0.35,-0.7110295,2.316829,-2.394629,0.1481317,3.239722,3.798958,-0.7472972,0.2917859,0,
26, 2, 0, 135.6287, 135.6287, 365.9553, 3.402823E+38, 0, 31.99873, 39,57,Basic,Basic,0.55,0.55,0.35,0.35,-1.679197,2.196204,2.296639,1.356757,-4.949401,1.453409,0.6334478,0.3600296,0,
27, 2, 0, 134.4967, 134.4967, 369.0127, 3.402823E+38, 0, 14.62543, 49,263,Acid,Basic,0.55,0.55,0.35,0.35,-3.625117,2.074522,-2.394629,0.1481317,3.239722,3.798958,-0.7472972,0.2917859,0,
28, 2, 0, 116.987, 116.987, 423.7755, 3.402823E+38, 0, 23.50419, 188,131,Basic,Basic,0.55,0.55,0.35,0.35,2.280865,3.354722,-0.2112567,0.428757,2.996635,3.670655,-2.191718,0.2378748,0,
29, 2, 0, 121.218, 121.218, 409.1049, 3.402823E+38, 0, 23.65965, 201,101,Fire,Basic,0.55,0.55,0.35,0.35,0.6389718,2.614752,0.8699764,0.7142444,0.752768,2.685037,-0.7941301,0.2897765,0,
30, 2, 0, 131.8919, 131.8919, 376.2457, 3.402823E+38, 0, 24.61761, 61,57,Basic,Basic,0.55,0.55,0.35,0.35,-1.231146,2.244988,2.296639,1.356757,-0.7738454,2.204071,0.6334478,0.3600296,0,
31, 2, 0, 134.0424, 134.0424, 370.2542, 3.402823E+38, 0, 30.99439, 60,68,Basic,Basic,0.55,0.55,0.35,0.35,5.44801,7.455818,2.533901,1.50198,-2.202145,1.868686,2.446208,0.4793458,0,
32, 2, 0, 127.7075, 127.7075, 388.4778, 3.402823E+38, 0, 20.40827, 34,224,Basic,Basic,0.55,0.55,0.35,0.35,2.151757,3.274349,-0.1253042,0.4467438,1.35507,2.91516,-0.3275311,0.3106534,0,
33, 2, 0, 129.7768, 129.7768, 382.3309, 3.402823E+38, 0, 19.26703, 103,80,Basic,Basic,0.55,0.55,0.35,0.35,0.3379038,2.530663,0.4645161,0.5909244,1.35507,2.91516,-1.905169,0.2473203,0,
34, 2, 0, 130.571, 130.571, 380.0229, 3.402823E+38, 0, 22.69103, 166,103,Fire,Acid,0.55,0.55,0.35,0.35,-0.1874513,2.410086,-0.9377338,0.3021117,-0.03529114,2.419356,0.7674122,0.3676383,0,
35, 2, 0, 132.201, 132.201, 375.3726, 3.402823E+38, 0, 22.41995, 61,39,Basic,Basic,0.55,0.55,0.35,0.35,-0.9328771,2.283942,-2.111934,0.1702389,-0.3373449,2.327543,-2.430452,0.2304352,0,
36, 2, 0, 135.8372, 135.8372, 365.3977, 3.402823E+38, 0, 25.96721, 37,73,Basic,Acid,0.55,0.55,0.35,0.35,-2.156235,2.154826,2.520921,1.493715,-1.825767,1.947625,2.895784,0.5146231,0,
37, 2, 0, 135.3611, 135.3611, 366.6734, 3.402823E+38, 0, 24.48123, 147,129,Basic,Basic,0.55,0.55,0.35,0.35,0.05655783,2.462314,-0.8169296,0.3203196,0.6269093,2.639977,0.8778436,0.3740495,0,
38, 2, 0, 135.1979, 135.1979, 367.1128, 3.402823E+38, 0, 33.87242, 99,143,Basic,Laser,0.55,0.55,0.35,0.35,0.1624954,2.486973,3.267378,2.032165,-3.698319,1.611421,-3.125216,0.2108515,0,
39, 2, 0, 131.843, 131.843, 376.3841, 3.402823E+38, 0, 28.14176, 99,50,Basic,Basic,0.55,0.55,0.35,0.35,-0.4537725,2.359694,-2.394629,0.1481317,-2.857197,1.745618,-0.7472972,0.2917859,0,
40, 2, 0, 132.5497, 132.5497, 374.3923, 3.402823E+38, 0, 23.80007, 294,192,Basic,Basic,0.55,0.55,0.35,0.35,-3.23233,2.090634,0.4645161,0.5909244,-0.1264381,2.391087,1.656057,0.4229039,0,
41, 2, 0, 132.3274, 132.3274, 375.0168, 3.402823E+38, 0, 23.65377, 35,31,Basic,Basic,0.55,0.55,0.35,0.35,1.612986,2.98527,-0.1947789,0.4321507,-2.53808,1.803395,-1.335511,0.2678761,0,
42, 2, 0, 132.0419, 132.0419, 375.8216, 3.402823E+38, 0, 25.78394, 169,199,Fire,Basic,0.55,0.55,0.35,0.35,0.6480846,2.617491,2.15249,1.274434,-1.519128,2.01673,3.90028,0.6017296,0,
43, 2, 0, 131.8446, 131.8446, 376.3795, 3.402823E+38, 0, 30.38505, 233,241,Basic,Basic,0.55,0.55,0.35,0.35,-0.8610161,2.294207,0.1062666,0.4988481,-5.303917,1.416288,0.3148606,0.3426649,0,
44, 2, 0, 120.1693, 120.1693, 412.6458, 3.402823E+38, 0, 10.66018, 48,285,Basic,Basic,0.55,0.55,0.35,0.35,-2.780481,2.113504,0.8738623,0.715534,8.281734,7.211213,0.3544267,0.3447664,0,
45, 2, 0, 115.6841, 115.6841, 428.5073, 3.402823E+38, 0, 16.02456, 92,124,Basic,Basic,0.55,0.55,0.35,0.35,-2.603351,2.123963,1.897154,1.139087,4.449233,4.499037,0.3544267,0.3447664,0,
46, 2, 0, 129.5258, 129.5258, 383.0659, 3.402823E+38, 0, 15.41684, 40,68,Basic,Basic,0.55,0.55,0.35,0.35,-0.2461394,2.398416,2.533901,1.50198,3.239722,3.798958,0.3547859,0.3447855,0,
47, 2, 0, 131.1155, 131.1155, 378.4568, 3.402823E+38, 0, 25.04406, 105,63,Blaster,Basic,0.55,0.55,0.35,0.35,1.381611,2.881428,-1.729826,0.2053426,-0.9817328,2.148929,0.8818761,0.374286,0,
48, 2, 0, 137.5259, 137.5259, 360.9433, 3.402823E+38, 0, 25.16099, 206,53,Basic,Fire,0.55,0.55,0.35,0.35,-1.286688,2.238342,0.4645161,0.5909244,-1.283397,2.072931,-1.116406,0.2764504,0,
49, 2, 0, 133.5683, 133.5683, 371.5586, 3.402823E+38, 0, 21.61596, 224,55,Basic,Basic,0.55,0.55,0.35,0.35,4.922498,6.417922,0.7747055,0.6832889,0.6269093,2.639977,-0.7984923,0.2895902,0,
50, 2, 0, 131.067, 131.067, 378.5958, 3.402823E+38, 0, 24.09844, 178,66,Basic,Basic,0.55,0.55,0.35,0.35,-0.1697591,2.413669,-2.761503,0.1236124,-0.1115835,2.39566,2.226622,0.4629531,0,
51, 2, 0, 131.8064, 131.8064, 376.4879, 3.402823E+38, 0, 24.84054, 40,215,Basic,Basic,0.55,0.55,0.35,0.35,1.333159,2.861057,-0.3901495,0.3935149,-1.344211,2.058169,2.080592,0.4523546,0,
52, 2, 0, 134.6881, 134.6881, 368.4921, 3.402823E+38, 0, 24.35119, 47,3,Basic,Basic,0.55,0.55,0.35,0.35,1.238957,2.822745,-0.8169296,0.3203196,1.131319,2.826832,2.088795,0.4529436,0,
53, 2, 0, 130.1391, 130.1391, 381.2746, 3.402823E+38, 0, 15.63995, 269,258,Basic,Basic,0.55,0.55,0.35,0.35,-0.7110295,2.316829,-2.736936,0.125121,3.274072,3.81743,-0.753993,0.2914974,0,
54, 2, 0, 121.1982, 121.1982, 409.1713, 3.402823E+38, 0, 14.70224, 53,39,Basic,Laser,0.55,0.55,0.35,0.35,0.2222951,2.501456,-2.761503,0.1236124,4.930881,4.804814,-0.7984923,0.2895902,0,
55, 2, 0, 132.6901, 132.6901, 373.9991, 3.402823E+38, 0, 23.47544, 275,203,Basic,Basic,0.55,0.55,0.35,0.35,-1.286688,2.238342,0.4645161,0.5909244,-0.7402747,2.213192,1.51669,0.4136725,0,
56, 2, 0, 132.2443, 132.2443, 375.2506, 3.402823E+38, 0, 25.74926, 112,91,Basic,Basic,0.55,0.55,0.35,0.35,-2.156235,2.154826,-1.428928,0.237888,-1.825767,1.947625,-0.397898,0.307381,0,
57, 2, 0, 132.1391, 132.1391, 375.5471, 3.402823E+38, 0, 27.80706, 60,72,Laser,Basic,0.55,0.55,0.35,0.35,1.381611,2.881428,1.405816,0.9136409,-2.735986,1.767092,0.8818761,0.374286,0,
58, 2, 0, 135.2806, 135.2806, 366.8901, 3.402823E+38, 0, 26.8116, 118,268,Basic,Basic,0.55,0.55,0.35,0.35,2.608972,3.580965,0.1007191,0.4975351,-1.855325,1.941196,-0.01703295,0.3256375,0,
59, 2, 0, 129.5078, 129.5078, 383.1187, 3.402823E+38, 0, 23.16558, 54,63,Basic,Basic,0.55,0.55,0.35,0.35,1.381611,2.881428,0.1083221,0.4993355,1.337876,2.908251,0.8818761,0.374286,0,
60, 2, 0, 135.0384, 135.0384, 367.5433, 3.402823E+38, 0, 17.25443, 66,114,Basic,Basic,0.55,0.55,0.35,0.35,-0.2461394,2.398416,-2.394629,0.1481317,3.239722,3.798958,-0.7472972,0.2917859,0,
61, 2, 0, 132.0929, 132.0929, 375.6774, 3.402823E+38, 0, 24.58341, 232,280,Basic,Shock,0.55,0.55,0.35,0.35,-3.529704,2.078151,-0.5823615,0.3587499,-0.7738454,2.204071,-2.181378,0.2382058,0,
62, 2, 0, 131.1939, 131.1939, 378.2322, 3.402823E+38, 0, 14.16741, 39,212,Basic,Basic,0.55,0.55,0.35,0.35,0.2222951,2.501456,2.037585,1.211902,3.513767,3.948668,0.5526968,0.3555317,0,
63, 2, 0, 122.992, 122.992, 403.2519, 3.402823E+38, 0, 34.49126, 111,36,Basic,Fire,0.55,0.55,0.35,0.35,-0.06041649,2.436509,-1.80193,0.1982155,-3.091245,1.705735,0.3345323,0.3437078,0,
64, 2, 0, 124.5875, 124.5875, 398.1288, 3.402823E+38, 0, 35.19282, 148,56,Basic,Basic,0.55,0.55,0.35,0.35,3.568534,4.458663,1.787247,1.084786,-2.795647,1.756451,-4.092353,0.1881479,0,
65, 2, 0, 128.9793, 128.9793, 384.6767, 3.402823E+38, 0, 28.7879, 20,50,Basic,Basic,0.55,0.55,0.35,0.35,0.3379038,2.530663,-2.894203,0.1157687,-2.857197,1.745618,0.8818761,0.374286,0,
66, 2, 0, 128.806, 128.806, 385.1902, 3.402823E+38, 0, 29.32949, 144,281,Basic,Basic,0.55,0.55,0.35,0.35,-0.6037111,2.334061,-0.02786309,0.4680045,-1.304137,2.067876,-0.1556656,0.3188365,0,
67, 2, 0, 132.1773, 132.1773, 375.4394, 3.402823E+38, 0, 25.61175, 134,179,Acid,Basic,0.55,0.55,0.35,0.35,-1.516852,2.212653,1.64629,1.018483,-1.386269,2.048068,-1.680701,0.2551295,0,
68, 2, 0, 136.5566, 136.5566, 363.4868, 3.402823E+38, 0, 27.31627, 112,57,Basic,Laser,0.55,0.55,0.35,0.35,-1.01818,2.272215,2.296639,1.356757,-2.509301,1.808805,0.6334478,0.3600296,0,
69, 2, 0, 131.6699, 131.6699, 376.8751, 3.402823E+38, 0, 28.80691, 48,49,Acid,Acid,0.55,0.55,0.35,0.35,-2.126878,2.157101,1.840569,1.11084,-2.195333,1.870059,1.684237,0.4247965,0,
70, 2, 0, 128.9249, 128.9249, 384.8378, 3.402823E+38, 0, 27.72297, 68,187,Basic,Basic,0.55,0.55,0.35,0.35,5.44801,7.455818,-1.729826,0.2053426,-0.9817328,2.148929,-4.092353,0.1881479,0,
71, 2, 0, 127.2872, 127.2872, 389.7504, 3.402823E+38, 0, 29.76415, 21,49,Acid,Basic,0.55,0.55,0.35,0.35,-2.126878,2.157101,1.840569,1.11084,-0.9843362,2.148253,-1.744747,0.2528637,0,
72, 2, 0, 129.385, 129.385, 383.4798, 3.402823E+38, 0, 27.64008, 6,71,Basic,Blaster,0.55,0.55,0.35,0.35,0.6844945,2.62855,0.1083221,0.4993355,-3.671427,1.615334,2.677996,0.4972454,0,
73, 2, 0, 134.6013, 134.6013, 368.728, 3.402823E+38, 0, 23.39668, 220,137,Basic,Basic,0.55,0.55,0.35,0.35,-0.8186204,2.300435,-0.4342882,0.3852564,0.654641,2.649817,-1.653042,0.2561175,0,
74, 2, 0, 124.4511, 124.4511, 398.5615, 3.402823E+38, 0, 34.84382, 99,51,Basic,Basic,0.55,0.55,0.35,0.35,-2.772648,2.113948,-2.685143,0.1283614,-4.521544,1.502454,-3.487438,0.2017684,0,
75, 2, 0, 129.2971, 129.2971, 383.7384, 3.402823E+38, 0, 29.1409, 136,17,Laser,Basic,0.55,0.55,0.35,0.35,3.748446,4.665415,-1.617455,0.2169525,-1.825767,1.947625,-0.6089988,0.2978303,0,
76, 2, 0, 131.4796, 131.4796, 377.4167, 3.402823E+38, 0, 31.45197, 48,7,Basic,Basic,0.55,0.55,0.35,0.35,0.8878072,2.693939,2.091302,1.240799,-3.025665,1.716704,-2.414014,0.2309352,0,
77, 2, 0, 129.2852, 129.2852, 383.7733, 3.402823E+38, 0, 24.59788, 127,59,Basic,Basic,0.55,0.55,0.35,0.35,-0.08643682,2.430964,2.121154,1.257113,-0.5639305,2.262123,-0.7472972,0.2917859,0,
78, 2, 0, 123.6908, 123.6908, 400.9918, 3.402823E+38, 0, 26.33738, 54,63,Basic,Basic,0.55,0.55,0.35,0.35,1.381611,2.881428,0.7388303,0.671958,-0.08399358,2.40419,5.296272,0.7406227,0,
